# wavenumber, intensity
2.009300000000000068e+02,7.923179490233754618e-02
2.019000000000000057e+02,7.734906028947678702e-02
2.028600000000000136e+02,7.468304712964195236e-02
2.038199999999999932e+02,7.414404286297200664e-02
2.047899999999999920e+02,7.917782889868335561e-02
2.057500000000000000e+02,9.164148767491958614e-02
2.067199999999999989e+02,1.095518746377814739e-01
2.076800000000000068e+02,1.273006721872703417e-01
2.086500000000000057e+02,1.385661043812834170e-01
2.096100000000000136e+02,1.403809282368658762e-01
2.105699999999999932e+02,1.354189875777138119e-01
2.115399999999999920e+02,1.302959975509698221e-01
2.125000000000000000e+02,1.290138902861494297e-01
2.134699999999999989e+02,1.312470181757794674e-01
2.144300000000000068e+02,1.340834929297193834e-01
2.154000000000000057e+02,1.337574788626076649e-01
2.163600000000000136e+02,1.290673162440220123e-01
2.173199999999999932e+02,1.213110629767451126e-01
2.182899999999999920e+02,1.129868358439804765e-01
2.192500000000000000e+02,1.067849693531728872e-01
2.202199999999999989e+02,1.038657711576046194e-01
2.211800000000000068e+02,1.034736207693579824e-01
2.221399999999999864e+02,1.046374387202329143e-01
2.231100000000000136e+02,1.065022360981409122e-01
2.240699999999999932e+02,1.079864940721485395e-01
2.250399999999999920e+02,1.085515362605254802e-01
2.260000000000000000e+02,1.087852989354000516e-01
2.269699999999999989e+02,1.094005653816453594e-01
2.279300000000000068e+02,1.106587177584945070e-01
2.288899999999999864e+02,1.113541424288969767e-01
2.298600000000000136e+02,1.107742489814733250e-01
2.308199999999999932e+02,1.083435414844654276e-01
2.317899999999999920e+02,1.041233151343047558e-01
2.327500000000000000e+02,9.907473570159347487e-02
2.337199999999999989e+02,9.513296081489480693e-02
2.346800000000000068e+02,9.319147693572402136e-02
2.356399999999999864e+02,9.184527780880820391e-02
2.366100000000000136e+02,8.939483935335167109e-02
2.375699999999999932e+02,8.532333775450805236e-02
2.385399999999999920e+02,7.996459845590138393e-02
2.395000000000000000e+02,7.454869145363685057e-02
2.404699999999999989e+02,7.073901562306139645e-02
2.414300000000000068e+02,7.028053604018631717e-02
2.423899999999999864e+02,7.286409578128533182e-02
2.433600000000000136e+02,7.729168042497559787e-02
2.443199999999999932e+02,8.233078976912537594e-02
2.452899999999999920e+02,8.734374546747243617e-02
2.462500000000000000e+02,9.154152134291763943e-02
2.472100000000000080e+02,9.412538968160734376e-02
2.481800000000000068e+02,9.519983005530661957e-02
2.491399999999999864e+02,9.460452601570233655e-02
2.501100000000000136e+02,9.232541708507331635e-02
2.510699999999999932e+02,8.865692465219507379e-02
2.520399999999999920e+02,8.453269144005848279e-02
2.530000000000000000e+02,8.115067400799774733e-02
2.539600000000000080e+02,8.005023428729055035e-02
2.549300000000000068e+02,8.221508496000194677e-02
2.558899999999999864e+02,8.668886280553379786e-02
2.568600000000000136e+02,9.099185117202200634e-02
2.578199999999999932e+02,9.264616570579635446e-02
2.587900000000000205e+02,9.072045887844547296e-02
2.597500000000000000e+02,8.658980297895470246e-02
2.607099999999999795e+02,8.230725920284324981e-02
2.616800000000000068e+02,8.007658080658741628e-02
2.626399999999999864e+02,8.081929805774792919e-02
2.636100000000000136e+02,8.394350149021724550e-02
2.645699999999999932e+02,8.817144278014285574e-02
