# wavenumber, intensity
2.009300000000000068e+02,4.855594751579641807e-03
2.019000000000000057e+02,4.393535706692153209e-03
2.028600000000000136e+02,3.717013768587949709e-03
2.038199999999999932e+02,3.303891517295806223e-03
2.047899999999999920e+02,3.515955204471728473e-03
2.057500000000000000e+02,4.385407719162622703e-03
2.067199999999999989e+02,5.446063891882612154e-03
2.076800000000000068e+02,6.047888636871981763e-03
2.086500000000000057e+02,5.776682768387391906e-03
2.096100000000000136e+02,4.687988065578238724e-03
2.105699999999999932e+02,3.310104600667915491e-03
2.115399999999999920e+02,2.403497847411964917e-03
2.125000000000000000e+02,2.319544753170783759e-03
2.134699999999999989e+02,2.961247934818693993e-03
2.144300000000000068e+02,3.852525896226927180e-03
2.154000000000000057e+02,4.436915773415342663e-03
2.163600000000000136e+02,4.491329638968157532e-03
2.173199999999999932e+02,4.118812277159872651e-03
2.182899999999999920e+02,3.592991065892031655e-03
2.192500000000000000e+02,3.278790660472688002e-03
2.202199999999999989e+02,3.450564891628447872e-03
2.211800000000000068e+02,4.117776763264418757e-03
2.221399999999999864e+02,5.159809616851248476e-03
2.231100000000000136e+02,6.413007650172649309e-03
2.240699999999999932e+02,7.596275040494251604e-03
2.250399999999999920e+02,8.423880049027134692e-03
2.260000000000000000e+02,8.784994013200318405e-03
2.269699999999999989e+02,8.711835753043593866e-03
2.279300000000000068e+02,8.299943373639482799e-03
2.288899999999999864e+02,7.511742058471866310e-03
2.298600000000000136e+02,6.463582148821226878e-03
2.308199999999999932e+02,5.397257732347961710e-03
2.317899999999999920e+02,4.523421011133852213e-03
2.327500000000000000e+02,3.920669082933637278e-03
2.337199999999999989e+02,3.560036234447234126e-03
2.346800000000000068e+02,3.319000461577887792e-03
2.356399999999999864e+02,3.085254706531719363e-03
2.366100000000000136e+02,2.805650023806583685e-03
2.375699999999999932e+02,2.550212642300400418e-03
2.385399999999999920e+02,2.258796728775227646e-03
2.395000000000000000e+02,1.849861139817007101e-03
2.404699999999999989e+02,1.417873418450136787e-03
2.414300000000000068e+02,1.286092327030672038e-03
2.423899999999999864e+02,1.659106735508655102e-03
2.433600000000000136e+02,2.486587482373991617e-03
2.443199999999999932e+02,3.478762731547664286e-03
2.452899999999999920e+02,4.281585502917607811e-03
2.462500000000000000e+02,4.731428670036844780e-03
2.472100000000000080e+02,4.927245940744142544e-03
2.481800000000000068e+02,5.110257887311772662e-03
2.491399999999999864e+02,5.394039673780828652e-03
2.501100000000000136e+02,5.691853470080954387e-03
2.510699999999999932e+02,5.922817675494473216e-03
2.520399999999999920e+02,6.166772004450460018e-03
2.530000000000000000e+02,6.492136842759846198e-03
2.539600000000000080e+02,7.124533144136119441e-03
2.549300000000000068e+02,8.160308307598448246e-03
2.558899999999999864e+02,9.414006573786205118e-03
2.568600000000000136e+02,1.051060623036269293e-02
2.578199999999999932e+02,1.115359663543760357e-02
2.587900000000000205e+02,1.139273024893624163e-02
2.597500000000000000e+02,1.155860364398686273e-02
2.607099999999999795e+02,1.194474518246117951e-02
2.616800000000000068e+02,1.271852258561581572e-02
2.626399999999999864e+02,1.382197893727774192e-02
2.636100000000000136e+02,1.512642375673051154e-02
2.645699999999999932e+02,1.655619443328888024e-02
2.655400000000000205e+02,1.813589159090960024e-02
2.665000000000000000e+02,1.975221407845941315e-02
2.674599999999999795e+02,2.116089850591212559e-02
2.684300000000000068e+02,2.225284631545112676e-02
2.693899999999999864e+02,2.318455392553004507e-02
2.703600000000000136e+02,2.421659805277251790e-02
2.713199999999999932e+02,2.545347957329988781e-02
2.722799999999999727e+02,2.670690064038343942e-02
2.732500000000000000e+02,2.778213684874997549e-02
2.742099999999999795e+02,2.883519075637992063e-02
2.751800000000000068e+02,3.021047428486364067e-02
2.761399999999999864e+02,3.212593921269606828e-02
2.771100000000000136e+02,3.437562341919227910e-02
2.780699999999999932e+02,3.636488703269846745e-02
2.790299999999999727e+02,3.755173889419635008e-02
2.800000000000000000e+02,3.774755297870706350e-02
2.809599999999999795e+02,3.707506476549966845e-02
2.819300000000000068e+02,3.569532374797090846e-02
2.828899999999999864e+02,3.368907452038465145e-02
2.838600000000000136e+02,3.100420046493746612e-02
2.848199999999999932e+02,2.781145622987274413e-02
2.857799999999999727e+02,2.450082272056914451e-02
2.867500000000000000e+02,2.142752899607770073e-02
2.877099999999999795e+02,1.877926752577311828e-02
2.886800000000000068e+02,1.665785959443511974e-02
2.896399999999999864e+02,1.513779847859617229e-02
2.906100000000000136e+02,1.428033562171485485e-02
2.915699999999999932e+02,1.391417472212558466e-02
2.925299999999999727e+02,1.370910792268545571e-02
2.935000000000000000e+02,1.326154607233273608e-02
2.944599999999999795e+02,1.247859879536033882e-02
2.954300000000000068e+02,1.162369126815313708e-02
2.963899999999999864e+02,1.117605294908178594e-02
2.973600000000000136e+02,1.146968326924458804e-02
2.983199999999999932e+02,1.251202199770505390e-02
2.992799999999999727e+02,1.372280219567668415e-02
3.002500000000000000e+02,1.435028538189428091e-02
3.012099999999999795e+02,1.385251544550225936e-02
3.021800000000000068e+02,1.223257343861374954e-02
3.031399999999999864e+02,1.011126427937036713e-02
3.041000000000000227e+02,8.249445343709541079e-03
3.050699999999999932e+02,7.142841029805654940e-03
3.060299999999999727e+02,6.895219388561816577e-03
3.070000000000000000e+02,7.200845738927730624e-03
3.079599999999999795e+02,7.515033399560712597e-03
3.089300000000000068e+02,7.531703580177451923e-03
3.098899999999999864e+02,7.316160566313048043e-03
3.108500000000000227e+02,6.973424584134713458e-03
3.118199999999999932e+02,6.568774429604787822e-03
3.127799999999999727e+02,6.007551387902728898e-03
3.137500000000000000e+02,5.195953831093633700e-03
3.147099999999999795e+02,4.308349554366488858e-03
3.156800000000000068e+02,3.618553921222232659e-03
3.166399999999999864e+02,3.370626405104665355e-03
3.176000000000000227e+02,3.582546713433597610e-03
3.185699999999999932e+02,3.973155299542707394e-03
3.195299999999999727e+02,4.198024310858481170e-03
3.205000000000000000e+02,4.147927741700246397e-03
3.214599999999999795e+02,3.962720505674408034e-03
3.224300000000000068e+02,3.883502099582420482e-03
3.233899999999999864e+02,4.007508871295210363e-03
3.243500000000000227e+02,4.101651422266445329e-03
3.253199999999999932e+02,3.856476780012352192e-03
3.262799999999999727e+02,3.180633501784177995e-03
3.272500000000000000e+02,2.209582736075510305e-03
3.282099999999999795e+02,1.286742311137281094e-03
3.291700000000000159e+02,6.908152160565255405e-04
3.301399999999999864e+02,4.724779077729673198e-04
3.311000000000000227e+02,5.722663991212536107e-04
3.320699999999999932e+02,8.224752320051210899e-04
3.330299999999999727e+02,1.255380577993123366e-03
3.340000000000000000e+02,1.874455391380401960e-03
3.349599999999999795e+02,2.512465771167745731e-03
3.359200000000000159e+02,2.927945807944658599e-03
3.368899999999999864e+02,2.999342101381074436e-03
3.378500000000000227e+02,2.856813968826373874e-03
3.388199999999999932e+02,2.799440126631209686e-03
3.397799999999999727e+02,3.094450069922276194e-03
3.407500000000000000e+02,3.753043279752372487e-03
3.417099999999999795e+02,4.490654165288598954e-03
3.426700000000000159e+02,4.990485570881716265e-03
3.436399999999999864e+02,5.022385771251432381e-03
3.446000000000000227e+02,4.631194111164365843e-03
3.455699999999999932e+02,3.919451955832131337e-03
3.465299999999999727e+02,3.063913561697947843e-03
3.475000000000000000e+02,2.256410267521198696e-03
3.484599999999999795e+02,1.918240105072172626e-03
3.494200000000000159e+02,2.509722455894288287e-03
3.503899999999999864e+02,4.089072318085411328e-03
3.513500000000000227e+02,6.149671687292364297e-03
3.523199999999999932e+02,7.944223640311788223e-03
3.532799999999999727e+02,8.762904112165218265e-03
3.542400000000000091e+02,8.352888402559302886e-03
