Created As Omnic File,PLAS 214
Raman Shift / cm-1,INT
3418.58,-2
3417.61,-3
3416.65,-3
3415.68,-3
3414.72,-1
3413.76,1
3412.79,-2
3411.83,-10
3410.86,-12
3409.90,-13
3408.94,-11
3407.97,-9
3407.01,-8
3406.04,-7
3405.08,-6
3404.11,-6
3403.15,-8
3402.19,-9
3401.22,-11
3400.26,-13
3399.29,-13
3398.33,-15
3397.36,-15
3396.40,-14
3395.44,-12
3394.47,-9
3393.51,-8
3392.54,-9
3391.58,-8
3390.61,-5
3389.65,-6
3388.69,-10
3387.72,-10
3386.76,-11
3385.79,-13
3384.83,-15
3383.87,-14
3382.90,-12
3381.94,-11
3380.97,-9
3380.01,-7
3379.04,-8
3378.08,-11
3377.12,-10
3376.15,-7
3375.19,-5
3374.22,-4
3373.26,-4
3372.29,-6
3371.33,-8
3370.37,-9
3369.40,-9
3368.44,-10
3367.47,-12
3366.51,-12
3365.54,-10
3364.58,-10
3363.62,-10
3362.65,-8
3361.69,-6
3360.72,-7
3359.76,-9
3358.80,-7
3357.83,-5
3356.87,-3
3355.90,-3
3354.94,-7
3353.97,-9
3353.01,-9
3352.05,-9
3351.08,-7
3350.12,-5
3349.15,-5
3348.19,-6
3347.22,-6
3346.26,-5
3345.30,-2
3344.33,1
3343.37,0
3342.40,-3
3341.44,-5
3340.47,-4
3339.51,0
3338.55,2
3337.58,1
3336.62,0
3335.65,-0
3334.69,0
3333.73,1
3332.76,1
3331.80,4
3330.83,6
3329.87,2
3328.90,-3
3327.94,-8
3326.98,-8
3326.01,-5
3325.05,-2
3324.08,1
3323.12,-0
3322.15,-5
3321.19,-4
3320.23,0
3319.26,2
3318.30,3
3317.33,3
3316.37,3
3315.40,2
3314.44,0
3313.48,1
3312.51,2
3311.55,2
3310.58,1
3309.62,-2
3308.66,-2
3307.69,1
3306.73,3
3305.76,1
3304.80,0
3303.83,0
3302.87,1
3301.91,3
3300.94,3
3299.98,3
3299.01,5
3298.05,6
3297.08,7
3296.12,7
3295.16,5
3294.19,5
3293.23,6
3292.26,7
3291.30,10
3290.33,6
3289.37,-2
3288.41,-2
3287.44,1
3286.48,0
3285.51,-2
3284.55,-0
3283.59,3
3282.62,4
3281.66,3
3280.69,5
3279.73,7
3278.76,8
3277.80,6
3276.84,2
3275.87,-1
3274.91,-1
3273.94,0
3272.98,1
3272.01,-0
3271.05,-2
3270.09,-0
3269.12,2
3268.16,2
3267.19,1
3266.23,1
3265.26,4
3264.30,6
3263.34,8
3262.37,8
3261.41,7
3260.44,3
3259.48,2
3258.51,3
3257.55,4
3256.59,4
3255.62,3
3254.66,0
3253.69,0
3252.73,1
3251.77,0
3250.80,-1
3249.84,-3
3248.87,-4
3247.91,-3
3246.94,-1
3245.98,-2
3245.02,-2
3244.05,-0
3243.09,1
3242.12,-1
3241.16,-3
3240.19,-3
3239.23,-2
3238.27,-2
3237.30,1
3236.34,4
3235.37,2
3234.41,-2
3233.44,-5
3232.48,-7
3231.52,-5
3230.55,-2
3229.59,-0
3228.62,-1
3227.66,-2
3226.70,-4
3225.73,-5
3224.77,-5
3223.80,-3
3222.84,-3
3221.87,-5
3220.91,-7
3219.95,-7
3218.98,-5
3218.02,-1
3217.05,-0
3216.09,-2
3215.12,-1
3214.16,2
3213.20,2
3212.23,0
3211.27,-2
3210.30,-4
3209.34,-6
3208.37,-6
3207.41,-5
3206.45,-3
3205.48,-2
3204.52,-1
3203.55,1
3202.59,2
3201.63,-0
3200.66,-1
3199.70,-1
3198.73,-0
3197.77,1
3196.80,1
3195.84,0
3194.88,1
3193.91,2
3192.95,1
3191.98,0
3191.02,0
3190.05,2
3189.09,0
3188.13,-1
3187.16,-0
3186.20,2
3185.23,3
3184.27,3
3183.30,3
3182.34,3
3181.38,4
3180.41,5
3179.45,5
3178.48,6
3177.52,9
3176.56,9
3175.59,5
3174.63,3
3173.66,4
3172.70,3
3171.73,2
3170.77,4
3169.81,6
3168.84,8
3167.88,8
3166.91,5
3165.95,2
3164.98,2
3164.02,2
3163.06,3
3162.09,5
3161.13,7
3160.16,8
3159.20,7
3158.23,4
3157.27,4
3156.31,5
3155.34,7
3154.38,8
3153.41,7
3152.45,6
3151.49,6
3150.52,9
3149.56,11
3148.59,8
3147.63,4
3146.66,5
3145.70,10
3144.74,11
3143.77,10
3142.81,10
3141.84,9
3140.88,6
3139.91,3
3138.95,2
3137.99,4
3137.02,7
3136.06,9
3135.09,7
3134.13,4
3133.16,-0
3132.20,1
3131.24,7
3130.27,8
3129.31,6
3128.34,5
3127.38,5
3126.42,6
3125.45,9
3124.49,7
3123.52,1
3122.56,1
3121.59,4
3120.63,0
3119.67,-3
3118.70,-3
3117.74,-2
3116.77,-1
3115.81,0
3114.84,-1
3113.88,-3
3112.92,-2
3111.95,-0
3110.99,2
3110.02,3
3109.06,3
3108.09,1
3107.13,-2
3106.17,-3
3105.20,-0
3104.24,2
3103.27,0
3102.31,2
3101.34,7
3100.38,9
3099.42,10
3098.45,7
3097.49,3
3096.52,5
3095.56,10
3094.60,10
3093.63,7
3092.67,6
3091.70,7
3090.74,8
3089.77,8
3088.81,13
3087.85,17
3086.88,19
3085.92,20
3084.95,21
3083.99,24
3083.02,26
3082.06,28
3081.10,31
3080.13,33
3079.17,34
3078.20,34
3077.24,38
3076.27,43
3075.31,48
3074.35,53
3073.38,54
3072.42,53
3071.45,54
3070.49,58
3069.53,64
3068.56,69
3067.60,71
3066.63,73
3065.67,75
3064.70,79
3063.74,83
3062.78,89
3061.81,96
3060.85,103
3059.88,111
