Created As Omnic File,BIOL 021
Raman Shift / cm-1,INT
3699.66,0
3698.36,1
3697.06,1
3695.77,-0
3694.47,1
3693.18,0
3691.88,1
3690.58,0
3689.29,-0
3687.99,1
3686.69,0
3685.40,0
3684.10,0
3682.80,1
3681.51,0
3680.21,1
3678.91,0
3677.62,0
3676.32,0
3675.02,-0
3673.73,0
3672.43,1
3671.14,-0
3669.84,0
3668.54,0
3667.25,0
3665.95,-0
3664.65,0
3663.36,1
3662.06,0
3660.76,0
3659.47,1
3658.17,1
3656.87,-0
3655.58,1
3654.28,0
3652.98,0
3651.69,0
3650.39,1
3649.10,0
3647.80,1
3646.50,0
3645.21,1
3643.91,0
3642.61,0
3641.32,0
3640.02,0
3638.72,1
3637.43,-0
3636.13,0
3634.83,0
3633.54,0
3632.24,1
3630.94,0
3629.65,-0
3628.35,0
3627.06,0
3625.76,-0
3624.46,0
3623.17,1
3621.87,0
3620.57,1
3619.28,0
3617.98,0
3616.68,0
3615.39,0
3614.09,-0
3612.79,-0
3611.50,-0
3610.20,0
3608.90,-0
3607.61,-0
3606.31,0
3605.02,-0
3603.72,-0
3602.42,-0
3601.13,-0
3599.83,0
3598.53,0
3597.24,1
3595.94,0
3594.64,1
3593.35,0
3592.05,-0
3590.75,-0
3589.46,1
3588.16,-1
3586.87,0
3585.57,0
3584.27,0
3582.98,-1
3581.68,0
3580.38,1
3579.09,1
3577.79,0
3576.49,1
3575.20,0
3573.90,1
3572.60,-0
3571.31,-0
3570.01,-0
3568.71,-0
3567.42,-0
3566.12,0
3564.83,-0
3563.53,0
3562.23,-1
3560.94,-0
3559.64,-0
3558.34,1
3557.05,0
3555.75,0
3554.45,-0
3553.16,-0
3551.86,-0
3550.56,-1
3549.27,-0
3547.97,-0
3546.67,-0
3545.38,0
3544.08,-0
3542.79,-0
3541.49,-0
3540.19,1
3538.90,0
3537.60,-1
3536.30,-0
3535.01,0
3533.71,-0
3532.41,-0
3531.12,-1
3529.82,-0
3528.52,-1
3527.23,-0
3525.93,-0
3524.63,-1
3523.34,0
3522.04,-0
3520.75,-0
3519.45,-0
3518.15,-1
3516.86,1
3515.56,-0
3514.26,-1
3512.97,-0
3511.67,-1
3510.37,0
3509.08,-0
3507.78,-0
3506.48,-0
3505.19,-0
3503.89,-0
3502.59,-0
3501.30,0
3500.00,-0
3498.71,-1
3497.41,-0
3496.11,-0
3494.82,-0
3493.52,-1
3492.22,-0
3490.93,-0
3489.63,-1
3488.33,0
3487.04,-0
3485.74,-1
3484.44,-1
3483.15,-0
3481.85,-1
3480.55,-0
