Created As Omnic File,BIOL 007
Raman Shift / cm-1,INT
3699.66,1
3698.36,1
3697.06,2
3695.77,1
3694.47,0
3693.18,1
3691.88,1
3690.58,0
3689.29,1
3687.99,-0
3686.69,1
3685.40,1
3684.10,1
3682.80,1
3681.51,1
3680.21,1
3678.91,1
3677.62,1
3676.32,1
3675.02,1
3673.73,1
3672.43,0
3671.14,1
3669.84,1
3668.54,1
3667.25,1
3665.95,1
3664.65,1
3663.36,1
3662.06,1
3660.76,1
3659.47,1
3658.17,2
3656.87,2
3655.58,2
3654.28,1
3652.98,1
3651.69,1
3650.39,1
3649.10,1
3647.80,1
3646.50,1
3645.21,1
3643.91,1
3642.61,2
3641.32,0
3640.02,1
3638.72,1
3637.43,1
3636.13,1
3634.83,0
3633.54,1
3632.24,0
3630.94,2
3629.65,1
3628.35,2
3627.06,1
3625.76,2
3624.46,1
3623.17,2
3621.87,1
3620.57,1
3619.28,1
3617.98,1
3616.68,2
3615.39,2
3614.09,1
3612.79,1
3611.50,1
3610.20,1
3608.90,2
3607.61,1
3606.31,1
3605.02,1
3603.72,1
3602.42,0
3601.13,1
3599.83,1
3598.53,1
3597.24,2
3595.94,1
3594.64,1
3593.35,1
3592.05,1
3590.75,2
3589.46,1
3588.16,1
3586.87,1
3585.57,1
3584.27,1
3582.98,2
3581.68,3
3580.38,5
3579.09,6
3577.79,6
3576.49,6
3575.20,3
3573.90,2
3572.60,1
3571.31,1
3570.01,1
3568.71,1
3567.42,2
3566.12,1
3564.83,1
3563.53,1
3562.23,0
3560.94,1
3559.64,0
3558.34,1
3557.05,1
3555.75,0
3554.45,1
3553.16,1
3551.86,1
3550.56,0
3549.27,1
3547.97,1
3546.67,1
3545.38,1
3544.08,1
3542.79,1
3541.49,1
3540.19,1
3538.90,0
3537.60,1
3536.30,1
3535.01,0
3533.71,1
3532.41,0
3531.12,1
3529.82,1
3528.52,1
3527.23,1
3525.93,1
3524.63,1
3523.34,0
3522.04,0
3520.75,1
3519.45,1
3518.15,1
3516.86,1
3515.56,1
3514.26,0
3512.97,1
3511.67,1
3510.37,1
3509.08,1
3507.78,1
3506.48,1
3505.19,1
3503.89,1
3502.59,1
3501.30,1
3500.00,1
3498.71,1
3497.41,1
3496.11,1
3494.82,1
3493.52,1
3492.22,-0
3490.93,1
3489.63,0
3488.33,1
3487.04,0
3485.74,0
3484.44,0
3483.15,0
3481.85,-0
3480.55,-0
3479.26,-0
3477.96,1
3476.67,-1
3475.37,0
3474.07,-0
3472.78,0
3471.48,-1
3470.18,0
3468.89,0
3467.59,0
3466.29,-0
3465.00,-1
3463.70,-0
3462.40,0
3461.11,0
3459.81,-0
3458.51,-0
3457.22,-0
3455.92,0
3454.63,1
3453.33,-0
3452.03,-0
3450.74,-0
3449.44,-0
3448.14,-1
3446.85,-0
3445.55,-1
3444.25,1
3442.96,0
3441.66,0
3440.36,-1
3439.07,-0
3437.77,-1
3436.47,0
3435.18,-1
3433.88,-1
3432.59,-1
3431.29,0
3429.99,-1
3428.70,-0
3427.40,-0
3426.10,-0
3424.81,-1
3423.51,-0
3422.21,-1
3420.92,-0
3419.62,-0
3418.32,0
3417.03,-0
3415.73,-0
3414.43,-1
3413.14,0
3411.84,-0
3410.55,-0
3409.25,-0
3407.95,0
3406.66,-0
3405.36,-0
3404.06,-1
3402.77,-0
3401.47,-1
3400.17,-0
3398.88,-1
3397.58,-0
3396.28,-0
3394.99,0
3393.69,-0
3392.39,-0
3391.10,-1
3389.80,0
3388.51,-1
3387.21,-0
3385.91,-1
3384.62,-0
3383.32,-1
3382.02,-0
3380.73,-0
3379.43,0
3378.13,-0
3376.84,-0
3375.54,-0
3374.24,-0
3372.95,-0
3371.65,0
3370.35,-1
3369.06,-0
3367.76,-1
3366.47,-0
3365.17,-1
3363.87,-0
3362.58,-0
3361.28,0
3359.98,-1
3358.69,-0
3357.39,-1
3356.09,-0
3354.80,0
3353.50,-0
3352.20,0
3350.91,-0
3349.61,-0
3348.31,-0
3347.02,-0
3345.72,-0
3344.43,0
3343.13,-1
3341.83,-0
3340.54,-1
3339.24,-1
3337.94,-0
3336.65,-0
3335.35,-0
3334.05,-0
3332.76,-0
3331.46,-0
3330.16,-0
3328.87,-0
3327.57,-1
3326.27,0
3324.98,-0
3323.68,-1
3322.39,-1
3321.09,-1
3319.79,-0
3318.50,0
3317.20,-0
3315.90,-0
3314.61,0
3313.31,-0
3312.01,-0
3310.72,-0
3309.42,-0
3308.12,-0
3306.83,-0
3305.53,-0
3304.24,0
3302.94,-1
3301.64,-0
3300.35,-0
3299.05,-1
3297.75,0
3296.46,0
3295.16,-0
3293.86,-0
3292.57,0
3291.27,-0
3289.97,-0
3288.68,0
3287.38,0
3286.08,-0
3284.79,0
3283.49,0
3282.20,-0
3280.90,-0
3279.60,1
3278.31,-0
3277.01,0
3275.71,-0
3274.42,-0
3273.12,0
3271.82,-0
3270.53,0
3269.23,-0
3267.93,-0
3266.64,0
3265.34,0
3264.04,-0
3262.75,0
3261.45,-1
3260.16,1
3258.86,-1
3257.56,0
3256.27,-0
3254.97,0
3253.67,0
3252.38,-0
3251.08,0
3249.78,0
3248.49,-0
3247.19,-1
3245.89,-0
3244.60,-0
3243.30,0
3242.00,-0
3240.71,0
3239.41,-0
3238.12,0
3236.82,-0
3235.52,0
3234.23,-0
3232.93,0
3231.63,-0
3230.34,0
3229.04,-0
3227.74,0
3226.45,-0
3225.15,-0
3223.85,0
3222.56,0
3221.26,1
3219.96,0
3218.67,1
3217.37,0
3216.08,1
3214.78,0
3213.48,-0
3212.19,0
3210.89,0
3209.59,-0
3208.30,-0
3207.00,-0
3205.70,-0
3204.41,-1
3203.11,-0
3201.81,-0
3200.52,0
3199.22,-1
3197.92,-0
3196.63,-1
3195.33,-0
3194.04,0
3192.74,-0
3191.44,0
3190.15,-1
3188.85,-0
3187.55,-0
3186.26,-0
3184.96,-0
3183.66,-0
3182.37,-0
3181.07,0
3179.77,-0
3178.48,-0
3177.18,-1
3175.88,0
3174.59,-1
3173.29,-1
3172.00,-0
3170.70,0
3169.40,-1
3168.11,-0
3166.81,-0
3165.51,-0
3164.22,-0
3162.92,-0
3161.62,-0
3160.33,-0
3159.03,-0
3157.73,-0
3156.44,0
3155.14,-1
3153.84,0
3152.55,-1
3151.25,0
3149.96,-1
3148.66,0
3147.36,-1
3146.07,-0
3144.77,0
3143.47,-0
3142.18,0
3140.88,-0
3139.58,-0
3138.29,0
3136.99,-0
3135.69,-0
3134.40,-0
3133.10,0
3131.80,-1
3130.51,-0
3129.21,-1
3127.92,0
3126.62,-0
3125.32,-0
3124.03,0
3122.73,-0
3121.43,-0
3120.14,-0
3118.84,-0
3117.54,-0
3116.25,-0
3114.95,1
3113.65,-0
3112.36,-0
3111.06,0
3109.76,0
3108.47,0
3107.17,-1
3105.88,0
3104.58,-0
3103.28,0
3101.99,0
3100.69,-0
3099.39,-1
3098.10,-0
3096.80,-0
3095.50,-1
3094.21,-0
3092.91,0
3091.61,-1
3090.32,0
3089.02,-0
3087.72,-0
3086.43,-0
3085.13,-1
3083.84,0
3082.54,-0
3081.24,1
3079.95,-0
3078.65,0
3077.35,-0
3076.06,-0
3074.76,1
3073.46,-0
3072.17,0
3070.87,0
3069.57,1
3068.28,-0
3066.98,1
3065.68,1
3064.39,1
3063.09,1
3061.80,0
3060.50,1
3059.20,0
3057.91,1
3056.61,1
3055.31,2
3054.02,1
3052.72,1
3051.42,0
3050.13,1
3048.83,0
3047.53,2
3046.24,-0
3044.94,1
3043.65,1
3042.35,0
3041.05,0
3039.76,-0
3038.46,1
3037.16,1
3035.87,1
3034.57,-0
3033.27,2
3031.98,0
3030.68,0
3029.38,1
3028.09,0
3026.79,1
3025.49,1
3024.20,1
3022.90,0
3021.61,1
3020.31,-0
3019.01,0
3017.72,0
3016.42,0
3015.12,1
3013.83,0
3012.53,1
3011.23,0
3009.94,0
3008.64,0
3007.34,1
3006.05,0
3004.75,1
3003.45,0
3002.16,1
3000.86,1
2999.57,1
2998.27,1
2996.97,1
2995.68,1
2994.38,1
2993.08,2
2991.79,2
2990.49,2
2989.19,2
2987.90,2
2986.60,2
2985.30,2
2984.01,2
2982.71,3
2981.41,2
2980.12,2
2978.82,3
2977.53,3
2976.23,2
2974.93,3
2973.64,3
2972.34,3
2971.04,2
2969.75,3
2968.45,3
2967.15,4
2965.86,3
2964.56,4
2963.26,4
2961.97,3
2960.67,4
2959.37,4
2958.08,4
2956.78,4
2955.49,4
2954.19,4
2952.89,4
2951.60,4
2950.30,4
2949.00,5
2947.71,5
2946.41,4
2945.11,5
2943.82,5
2942.52,5
2941.22,6
2939.93,5
2938.63,6
2937.33,6
2936.04,6
2934.74,7
2933.45,7
2932.15,8
2930.85,7
2929.56,8
2928.26,8
2926.96,8
2925.67,9
2924.37,8
2923.07,8
2921.78,7
2920.48,8
2919.18,8
2917.89,9
2916.59,7
2915.29,8
2914.00,8
2912.70,8
2911.41,7
2910.11,7
2908.81,7
2907.52,5
2906.22,6
2904.92,5
2903.63,6
2902.33,6
2901.03,5
2899.74,5
2898.44,5
2897.14,5
2895.85,6
2894.55,5
2893.25,6
2891.96,5
2890.66,5
2889.37,5
2888.07,4
2886.77,5
2885.48,5
2884.18,4
2882.88,4
2881.59,4
2880.29,5
2878.99,4
2877.70,4
2876.40,5
2875.10,5
2873.81,5
2872.51,5
2871.21,6
2869.92,5
2868.62,5
2867.33,6
2866.03,4
2864.73,5
2863.44,5
2862.14,5
2860.84,5
2859.55,4
2858.25,4
2856.95,5
2855.66,4
2854.36,3
2853.06,3
2851.77,3
2850.47,3
2849.17,2
2847.88,2
2846.58,2
2845.29,1
2843.99,3
2842.69,2
2841.40,3
2840.10,2
2838.80,2
2837.51,2
2836.21,1
2834.91,1
2833.62,1
2832.32,0
2831.02,0
2829.73,1
2828.43,0
2827.13,0
2825.84,1
2824.54,-1
2823.25,0
2821.95,0
2820.65,0
2819.36,1
2818.06,0
2816.76,0
2815.47,-0
2814.17,-1
2812.87,-1
2811.58,-0
2810.28,1
2808.98,1
2807.69,0
2806.39,-0
2805.09,0
2803.80,0
2802.50,-0
2801.21,0
2799.91,0
2798.61,-0
2797.32,-0
2796.02,-1
2794.72,-1
2793.43,1
2792.13,-0
2790.83,-0
2789.54,-1
2788.24,0
2786.94,0
2785.65,-1
2784.35,0
2783.06,-0
2781.76,0
2780.46,-0
2779.17,0
2777.87,1
2776.57,-1
2775.28,1
2773.98,1
2772.68,1
2771.39,1
2770.09,1
2768.79,-0
2767.50,1
2766.20,-0
2764.90,-0
2763.61,1
2762.31,0
2761.02,1
2759.72,0
2758.42,-1
2757.13,1
2755.83,-0
2754.53,-0
2753.24,-0
2751.94,0
2750.64,1
2749.35,-0
2748.05,1
2746.75,-0
2745.46,0
2744.16,1
2742.86,0
2741.57,0
2740.27,0
2738.98,1
2737.68,0
2736.38,0
2735.09,-0
2733.79,0
2732.49,2
2731.20,1
2729.90,1
2728.60,1
2727.31,1
2726.01,1
2724.71,1
2723.42,1
2722.12,0
2720.82,2
2719.53,1
2718.23,1
2716.94,1
2715.64,1
2714.34,2
2713.05,1
2711.75,0
2710.45,1
2709.16,2
2707.86,2
2706.56,1
2705.27,1
2703.97,1
2702.67,2
2701.38,1
2700.08,1
2698.78,0
2697.49,1
2696.19,1
