Created As Omnic File,PLAS 191
Raman Shift / cm-1,INT
3699.66,1
3698.36,1
3697.06,-0
3695.77,-0
3694.47,-0
3693.18,-0
3691.88,-0
3690.58,-1
3689.29,0
3687.99,-0
3686.69,0
3685.40,-0
3684.10,-0
3682.80,-0
3681.51,-0
3680.21,-1
3678.91,-1
3677.62,0
3676.32,-0
3675.02,0
3673.73,1
3672.43,-0
3671.14,1
3669.84,0
3668.54,-0
3667.25,-0
3665.95,0
3664.65,-0
3663.36,1
3662.06,0
3660.76,-0
3659.47,1
3658.17,1
3656.87,-0
3655.58,1
3654.28,-0
3652.98,0
3651.69,1
3650.39,-0
3649.10,-0
3647.80,0
3646.50,0
3645.21,0
3643.91,0
3642.61,1
3641.32,0
3640.02,1
3638.72,0
3637.43,-0
3636.13,0
3634.83,-0
3633.54,0
3632.24,0
3630.94,-0
3629.65,1
3628.35,-0
3627.06,1
3625.76,1
3624.46,0
3623.17,1
3621.87,1
3620.57,0
3619.28,1
3617.98,-0
3616.68,0
3615.39,1
3614.09,1
3612.79,1
3611.50,1
3610.20,1
3608.90,0
3607.61,0
3606.31,0
3605.02,1
3603.72,1
3602.42,1
3601.13,0
3599.83,0
3598.53,1
3597.24,1
3595.94,0
3594.64,1
3593.35,0
3592.05,1
3590.75,-0
3589.46,0
3588.16,0
3586.87,0
3585.57,1
3584.27,1
3582.98,1
3581.68,3
3580.38,4
3579.09,4
3577.79,4
3576.49,3
3575.20,2
3573.90,1
3572.60,1
3571.31,1
3570.01,0
3568.71,-0
3567.42,0
3566.12,1
3564.83,0
3563.53,1
3562.23,0
3560.94,0
3559.64,0
3558.34,0
3557.05,0
3555.75,0
3554.45,-0
3553.16,0
3551.86,0
3550.56,-0
3549.27,-0
3547.97,0
3546.67,-0
3545.38,1
3544.08,0
3542.79,1
3541.49,1
3540.19,1
3538.90,0
3537.60,0
3536.30,-0
3535.01,1
3533.71,0
3532.41,1
3531.12,1
3529.82,0
3528.52,1
3527.23,0
3525.93,1
3524.63,0
3523.34,1
3522.04,1
3520.75,0
3519.45,0
3518.15,0
3516.86,1
3515.56,1
3514.26,0
3512.97,1
3511.67,1
3510.37,0
3509.08,0
3507.78,1
3506.48,-0
3505.19,1
3503.89,1
3502.59,-0
3501.30,0
3500.00,1
3498.71,0
3497.41,1
3496.11,1
3494.82,0
3493.52,-0
3492.22,1
3490.93,0
3489.63,1
3488.33,-0
3487.04,0
3485.74,0
3484.44,0
3483.15,0
3481.85,1
3480.55,0
3479.26,1
3477.96,-1
3476.67,0
3475.37,0
3474.07,0
3472.78,0
3471.48,-0
3470.18,-0
3468.89,-0
3467.59,0
3466.29,0
3465.00,0
3463.70,1
3462.40,-1
3461.11,-1
3459.81,-0
3458.51,0
3457.22,0
3455.92,0
3454.63,0
3453.33,0
3452.03,-1
3450.74,0
3449.44,-1
3448.14,1
3446.85,1
3445.55,1
3444.25,-0
3442.96,-0
3441.66,0
3440.36,0
3439.07,-0
3437.77,-1
3436.47,0
3435.18,-0
3433.88,0
3432.59,0
3431.29,0
3429.99,-0
3428.70,1
3427.40,-1
3426.10,0
3424.81,1
3423.51,-1
3422.21,1
3420.92,-0
3419.62,1
3418.32,0
3417.03,1
3415.73,0
3414.43,0
3413.14,-0
3411.84,0
3410.55,0
3409.25,0
3407.95,-0
3406.66,1
3405.36,-0
3404.06,0
3402.77,0
3401.47,1
3400.17,0
3398.88,0
3397.58,-0
3396.28,-0
3394.99,0
3393.69,1
3392.39,1
3391.10,-0
3389.80,1
3388.51,0
3387.21,-0
3385.91,0
3384.62,0
3383.32,1
3382.02,1
3380.73,1
3379.43,0
3378.13,-0
3376.84,0
3375.54,-1
3374.24,1
3372.95,0
3371.65,0
3370.35,1
3369.06,1
3367.76,0
3366.47,0
3365.17,-0
3363.87,-0
3362.58,1
3361.28,1
3359.98,0
3358.69,0
3357.39,-0
3356.09,0
3354.80,0
3353.50,-1
3352.20,0
3350.91,1
3349.61,1
3348.31,0
3347.02,0
3345.72,0
3344.43,0
3343.13,1
3341.83,0
3340.54,-0
3339.24,1
3337.94,0
3336.65,1
3335.35,-0
3334.05,-1
3332.76,0
3331.46,1
3330.16,1
3328.87,2
3327.57,-0
3326.27,0
3324.98,0
3323.68,1
3322.39,0
3321.09,1
3319.79,1
3318.50,1
3317.20,1
3315.90,1
3314.61,-0
3313.31,0
3312.01,1
3310.72,1
3309.42,1
3308.12,1
3306.83,1
3305.53,0
3304.24,2
3302.94,-0
3301.64,1
3300.35,1
3299.05,1
3297.75,1
3296.46,2
3295.16,1
3293.86,1
3292.57,2
3291.27,1
3289.97,0
3288.68,2
3287.38,1
3286.08,1
3284.79,1
3283.49,1
3282.20,1
3280.90,2
3279.60,2
3278.31,0
3277.01,3
3275.71,1
3274.42,2
3273.12,2
3271.82,2
3270.53,2
3269.23,1
3267.93,1
3266.64,2
3265.34,1
3264.04,1
3262.75,2
3261.45,1
3260.16,2
3258.86,1
3257.56,3
3256.27,1
3254.97,2
3253.67,2
3252.38,2
3251.08,2
3249.78,2
3248.49,2
3247.19,2
3245.89,2
3244.60,2
3243.30,2
3242.00,2
3240.71,2
3239.41,3
3238.12,3
3236.82,2
3235.52,3
3234.23,2
3232.93,1
3231.63,2
3230.34,1
3229.04,2
3227.74,2
3226.45,2
3225.15,2
3223.85,3
3222.56,2
3221.26,1
3219.96,3
3218.67,2
3217.37,2
3216.08,3
3214.78,2
3213.48,2
3212.19,2
3210.89,0
3209.59,2
3208.30,2
3207.00,2
3205.70,2
3204.41,2
3203.11,2
3201.81,1
3200.52,1
3199.22,2
3197.92,2
3196.63,2
3195.33,1
3194.04,2
3192.74,3
3191.44,1
3190.15,2
3188.85,1
3187.55,1
3186.26,1
3184.96,1
3183.66,1
3182.37,2
3181.07,2
3179.77,2
3178.48,0
3177.18,1
3175.88,1
3174.59,2
3173.29,1
3172.00,0
3170.70,1
3169.40,2
3168.11,0
3166.81,1
3165.51,-0
3164.22,0
3162.92,1
3161.62,0
3160.33,0
3159.03,1
3157.73,1
3156.44,0
3155.14,2
3153.84,-1
3152.55,1
3151.25,0
3149.96,1
3148.66,-1
3147.36,-1
3146.07,0
3144.77,-1
3143.47,-0
3142.18,0
3140.88,1
3139.58,0
3138.29,1
3136.99,0
3135.69,-0
3134.40,-0
3133.10,1
3131.80,-0
3130.51,-0
3129.21,1
3127.92,2
3126.62,0
3125.32,1
3124.03,2
3122.73,2
3121.43,1
3120.14,1
3118.84,0
3117.54,1
3116.25,1
3114.95,-0
3113.65,0
3112.36,1
3111.06,1
3109.76,2
3108.47,1
3107.17,2
3105.88,1
3104.58,2
3103.28,2
3101.99,2
3100.69,2
3099.39,1
3098.10,2
3096.80,2
3095.50,3
3094.21,2
3092.91,3
3091.61,3
3090.32,3
3089.02,4
3087.72,2
3086.43,3
3085.13,2
3083.84,5
3082.54,3
3081.24,4
3079.95,1
3078.65,4
3077.35,5
3076.06,6
3074.76,6
3073.46,5
3072.17,5
3070.87,6
3069.57,8
3068.28,6
3066.98,7
3065.68,10
3064.39,9
3063.09,7
3061.80,10
3060.50,8
3059.20,8
3057.91,9
3056.61,7
3055.31,8
3054.02,8
3052.72,6
3051.42,5
3050.13,6
3048.83,3
3047.53,4
3046.24,5
3044.94,4
3043.65,4
3042.35,5
3041.05,3
3039.76,2
3038.46,4
3037.16,4
3035.87,3
3034.57,4
3033.27,3
3031.98,4
3030.68,4
3029.38,2
3028.09,3
3026.79,1
3025.49,2
3024.20,3
3022.90,3
3021.61,3
3020.31,2
3019.01,2
3017.72,2
3016.42,2
3015.12,1
3013.83,2
3012.53,1
3011.23,2
3009.94,2
3008.64,1
3007.34,2
3006.05,2
3004.75,1
3003.45,4
3002.16,1
3000.86,2
2999.57,1
2998.27,2
2996.97,2
2995.68,1
2994.38,2
2993.08,1
2991.79,1
2990.49,6
2989.19,3
2987.90,4
2986.60,3
2985.30,1
2984.01,2
2982.71,2
2981.41,1
2980.12,0
2978.82,1
2977.53,2
2976.23,0
2974.93,1
2973.64,-0
2972.34,-0
2971.04,1
2969.75,-1
2968.45,2
2967.15,1
2965.86,0
2964.56,-0
2963.26,0
2961.97,-0
2960.67,-1
2959.37,1
2958.08,0
2956.78,-1
2955.49,-1
2954.19,-1
2952.89,-1
2951.60,-1
2950.30,-3
2949.00,-1
2947.71,-1
2946.41,-2
2945.11,-3
2943.82,-2
2942.52,-2
2941.22,-2
2939.93,0
2938.63,-1
2937.33,-2
2936.04,0
2934.74,-1
2933.45,-2
2932.15,-1
2930.85,-1
2929.56,-3
2928.26,-4
2926.96,-3
2925.67,-4
2924.37,-4
2923.07,-2
2921.78,-2
2920.48,-2
2919.18,-1
2917.89,-1
2916.59,-1
2915.29,-1
2914.00,0
2912.70,-1
2911.41,-1
2910.11,-5
2908.81,-2
2907.52,-0
2906.22,-0
2904.92,-4
2903.63,-1
2902.33,-3
2901.03,-3
2899.74,-2
2898.44,-0
2897.14,-1
2895.85,-4
2894.55,-2
2893.25,-1
2891.96,0
2890.66,2
2889.37,-2
2888.07,2
2886.77,0
2885.48,-0
2884.18,3
2882.88,-2
2881.59,1
2880.29,1
2878.99,-1
2877.70,-1
2876.40,1
2875.10,-0
2873.81,2
2872.51,-1
2871.21,-0
2869.92,1
2868.62,-1
2867.33,-2
2866.03,2
2864.73,-2
2863.44,-1
2862.14,-2
2860.84,2
2859.55,-1
2858.25,-1
2856.95,-1
2855.66,-1
2854.36,-1
2853.06,1
2851.77,2
2850.47,3
2849.17,-1
2847.88,0
2846.58,1
2845.29,0
2843.99,2
2842.69,2
2841.40,1
2840.10,2
2838.80,3
2837.51,-0
2836.21,1
2834.91,3
2833.62,2
2832.32,-2
2831.02,-0
2829.73,2
2828.43,1
2827.13,3
2825.84,4
2824.54,5
2823.25,4
2821.95,3
2820.65,2
2819.36,4
2818.06,4
2816.76,2
2815.47,2
2814.17,1
2812.87,2
2811.58,3
2810.28,3
2808.98,3
2807.69,-0
2806.39,3
2805.09,5
2803.80,3
2802.50,1
2801.21,1
2799.91,4
2798.61,5
2797.32,4
2796.02,6
2794.72,6
2793.43,5
2792.13,6
2790.83,5
2789.54,4
2788.24,4
2786.94,5
2785.65,4
2784.35,6
2783.06,4
2781.76,4
2780.46,7
2779.17,4
2777.87,6
2776.57,5
2775.28,6
2773.98,6
2772.68,5
2771.39,4
2770.09,2
2768.79,3
2767.50,5
2766.20,5
2764.90,2
2763.61,3
2762.31,4
2761.02,5
2759.72,3
2758.42,4
2757.13,6
2755.83,5
2754.53,4
2753.24,4
2751.94,6
2750.64,2
2749.35,2
2748.05,5
2746.75,6
2745.46,4
2744.16,3
2742.86,3
2741.57,3
2740.27,4
2738.98,-1
2737.68,1
2736.38,1
2735.09,3
2733.79,2
2732.49,2
2731.20,2
2729.90,3
2728.60,-0
2727.31,3
2726.01,-1
2724.71,2
2723.42,2
2722.12,3
2720.82,2
2719.53,1
2718.23,4
2716.94,2
2715.64,3
2714.34,-0
2713.05,-1
2711.75,-3
2710.45,1
2709.16,2
2707.86,-0
2706.56,2
2705.27,2
2703.97,-2
2702.67,1
2701.38,2
2700.08,5
2698.78,1
2697.49,-1
2696.19,0
2694.90,0
2693.60,2
2692.30,2
2691.01,-3
2689.71,-1
2688.41,0
2687.12,0
2685.82,-2
2684.52,0
2683.23,-3
2681.93,-6
