Created As Omnic File,PLAS 251
Raman Shift / cm-1,INT
3418.58,9
3417.61,8
3416.65,8
3415.68,8
3414.72,5
3413.76,0
3412.79,-1
3411.83,-3
3410.86,-9
3409.90,-9
3408.94,3
3407.97,13
3407.01,14
3406.04,6
3405.08,-1
3404.11,0
3403.15,8
3402.19,16
3401.22,17
3400.26,8
3399.29,1
3398.33,-4
3397.36,-9
3396.40,-9
3395.44,-7
3394.47,-2
3393.51,3
3392.54,8
3391.58,13
3390.61,19
3389.65,21
3388.69,14
3387.72,1
3386.76,-6
3385.79,-1
3384.83,3
3383.87,-4
3382.90,-8
3381.94,-3
3380.97,-0
3380.01,-4
3379.04,-10
3378.08,-10
3377.12,-5
3376.15,3
3375.19,9
3374.22,13
3373.26,17
3372.29,17
3371.33,14
3370.37,10
3369.40,7
3368.44,4
3367.47,2
3366.51,1
3365.54,4
3364.58,6
3363.62,7
3362.65,12
3361.69,16
3360.72,13
3359.76,7
3358.80,6
3357.83,8
3356.87,10
3355.90,10
3354.94,6
3353.97,2
3353.01,-1
3352.05,0
3351.08,4
3350.12,12
3349.15,20
3348.19,24
3347.22,24
3346.26,19
3345.30,16
3344.33,25
3343.37,28
3342.40,19
3341.44,15
3340.47,17
3339.51,20
3338.55,19
3337.58,12
3336.62,4
3335.65,4
3334.69,14
3333.73,20
3332.76,24
3331.80,21
3330.83,13
3329.87,6
3328.90,-3
3327.94,-6
3326.98,-3
3326.01,-1
3325.05,4
3324.08,9
3323.12,7
3322.15,0
3321.19,2
3320.23,7
3319.26,9
3318.30,10
3317.33,13
3316.37,14
3315.40,7
3314.44,-0
3313.48,-2
3312.51,-4
3311.55,-5
3310.58,-3
3309.62,6
3308.66,14
3307.69,13
3306.73,9
3305.76,6
3304.80,5
3303.83,6
3302.87,6
3301.91,6
3300.94,9
3299.98,14
3299.01,16
3298.05,14
3297.08,12
3296.12,7
3295.16,8
3294.19,13
3293.23,15
3292.26,17
3291.30,17
3290.33,9
3289.37,3
3288.41,3
3287.44,4
3286.48,2
3285.51,-2
3284.55,-3
3283.59,-1
3282.62,4
3281.66,9
3280.69,11
3279.73,11
3278.76,9
3277.80,3
3276.84,-5
3275.87,-10
3274.91,-11
3273.94,-5
3272.98,0
3272.01,-3
3271.05,-12
3270.09,-10
3269.12,-3
3268.16,-3
3267.19,-6
3266.23,-4
3265.26,-1
3264.30,-5
3263.34,-7
3262.37,-3
3261.41,4
3260.44,8
3259.48,6
3258.51,-5
3257.55,-11
3256.59,-4
3255.62,2
3254.66,7
3253.69,3
3252.73,-9
3251.77,-14
3250.80,-14
3249.84,-13
3248.87,-10
3247.91,-8
3246.94,-6
3245.98,0
3245.02,3
3244.05,-1
3243.09,-3
3242.12,-4
3241.16,-6
3240.19,-8
3239.23,-7
3238.27,-4
3237.30,-3
3236.34,-9
3235.37,-11
3234.41,-6
3233.44,-6
3232.48,-6
3231.52,-4
3230.55,-2
3229.59,-3
3228.62,-7
3227.66,-7
3226.70,-6
3225.73,-12
3224.77,-14
3223.80,-7
3222.84,-5
3221.87,-8
3220.91,-9
3219.95,-5
3218.98,0
3218.02,1
3217.05,2
3216.09,6
3215.12,12
3214.16,16
3213.20,19
3212.23,18
3211.27,14
3210.30,11
3209.34,14
3208.37,20
3207.41,23
3206.45,27
3205.48,36
3204.52,45
3203.55,46
3202.59,48
3201.63,52
3200.66,57
3199.70,63
3198.73,58
3197.77,44
3196.80,37
3195.84,37
3194.88,36
3193.91,30
3192.95,26
3191.98,24
3191.02,20
3190.05,17
3189.09,9
3188.13,2
3187.16,4
3186.20,11
3185.23,16
3184.27,16
3183.30,12
3182.34,9
3181.38,9
3180.41,9
3179.45,5
3178.48,4
3177.52,12
3176.56,17
3175.59,16
3174.63,13
3173.66,12
3172.70,9
3171.73,11
3170.77,31
3169.81,56
3168.84,61
3167.88,53
3166.91,51
3165.95,51
3164.98,48
3164.02,48
3163.06,58
3162.09,72
3161.13,77
3160.16,73
3159.20,58
3158.23,42
3157.27,43
3156.31,44
3155.34,34
3154.38,31
3153.41,28
3152.45,14
3151.49,1
3150.52,1
3149.56,8
3148.59,10
3147.63,6
3146.66,6
3145.70,12
3144.74,16
3143.77,16
3142.81,5
3141.84,-4
3140.88,2
3139.91,8
3138.95,4
