Created As Omnic File,BIOL 008
Raman Shift / cm-1,INT
3418.58,-113
3417.61,-78
3416.65,-54
3415.68,-40
3414.72,-35
3413.76,-37
3412.79,-52
3411.83,-78
3410.86,-97
3409.90,-99
3408.94,-66
3407.97,-31
3407.01,-23
3406.04,-26
3405.08,-20
3404.11,4
3403.15,35
3402.19,48
3401.22,28
3400.26,-1
3399.29,-14
3398.33,-29
3397.36,-40
3396.40,-39
3395.44,-30
3394.47,-10
3393.51,0
3392.54,4
3391.58,28
3390.61,66
3389.65,77
3388.69,44
3387.72,19
3386.76,13
3385.79,13
3384.83,24
3383.87,34
3382.90,39
3381.94,41
3380.97,34
3380.01,7
3379.04,-23
3378.08,-25
3377.12,-7
3376.15,26
3375.19,53
3374.22,64
3373.26,70
3372.29,53
3371.33,16
3370.37,-15
3369.40,-25
3368.44,-20
3367.47,-15
3366.51,-11
3365.54,-3
3364.58,-4
3363.62,-11
3362.65,-0
3361.69,17
3360.72,17
3359.76,11
3358.80,15
3357.83,26
3356.87,35
3355.90,35
3354.94,16
3353.97,-7
3353.01,-31
3352.05,-33
3351.08,-2
3350.12,17
3349.15,13
3348.19,19
3347.22,38
3346.26,53
3345.30,71
3344.33,71
3343.37,47
3342.40,34
3341.44,33
3340.47,32
3339.51,43
3338.55,49
3337.58,42
3336.62,39
3335.65,33
3334.69,26
3333.73,30
3332.76,40
3331.80,57
3330.83,67
3329.87,51
3328.90,5
3327.94,-48
3326.98,-60
3326.01,-32
3325.05,11
3324.08,43
3323.12,29
3322.15,-10
3321.19,2
3320.23,42
3319.26,62
3318.30,66
3317.33,60
3316.37,43
3315.40,28
3314.44,27
3313.48,19
3312.51,8
3311.55,7
3310.58,0
3309.62,3
3308.66,25
3307.69,42
3306.73,41
3305.76,27
3304.80,5
3303.83,-18
3302.87,-13
3301.91,11
3300.94,24
3299.98,44
3299.01,53
3298.05,54
3297.08,56
3296.12,44
3295.16,37
3294.19,73
3293.23,119
3292.26,146
3291.30,127
3290.33,62
3289.37,1
3288.41,-3
3287.44,12
3286.48,0
3285.51,-20
3284.55,-9
3283.59,24
3282.62,45
3281.66,53
3280.69,53
3279.73,53
3278.76,54
3277.80,36
3276.84,1
3275.87,-27
3274.91,-28
3273.94,-8
3272.98,9
3272.01,-4
3271.05,-32
3270.09,-25
3269.12,-5
3268.16,-23
3267.19,-50
3266.23,-25
3265.26,18
3264.30,22
3263.34,8
3262.37,14
3261.41,27
3260.44,34
3259.48,41
3258.51,43
3257.55,35
3256.59,17
3255.62,4
3254.66,4
3253.69,7
3252.73,9
3251.77,8
3250.80,-3
3249.84,-28
3248.87,-49
3247.91,-25
3246.94,21
3245.98,41
3245.02,34
3244.05,10
3243.09,-4
3242.12,-1
3241.16,-4
3240.19,-12
3239.23,-3
3238.27,17
3237.30,35
3236.34,35
3235.37,16
3234.41,-0
3233.44,4
3232.48,24
3231.52,28
3230.55,21
3229.59,14
3228.62,4
3227.66,-6
3226.70,-13
3225.73,-34
3224.77,-30
3223.80,4
3222.84,13
3221.87,-10
3220.91,-13
3219.95,21
3218.98,28
3218.02,-6
3217.05,-27
3216.09,-10
3215.12,22
3214.16,50
3213.20,53
3212.23,32
3211.27,12
3210.30,-10
3209.34,-18
3208.37,-13
3207.41,-8
3206.45,-5
3205.48,1
3204.52,4
3203.55,9
3202.59,28
3201.63,51
3200.66,58
3199.70,37
3198.73,11
3197.77,-3
3196.80,-6
3195.84,9
3194.88,25
3193.91,22
3192.95,18
3191.98,10
3191.02,-19
3190.05,-43
3189.09,-29
3188.13,2
3187.16,29
3186.20,55
3185.23,70
3184.27,67
3183.30,63
3182.34,52
3181.38,27
3180.41,19
3179.45,25
3178.48,29
3177.52,36
3176.56,61
3175.59,84
3174.63,56
3173.66,0
3172.70,-32
3171.73,-10
3170.77,52
3169.81,102
3168.84,99
3167.88,60
3166.91,31
3165.95,12
3164.98,-28
3164.02,-66
3163.06,-66
3162.09,-28
3161.13,25
3160.16,59
3159.20,43
3158.23,-8
3157.27,-35
3156.31,-16
3155.34,34
3154.38,78
3153.41,73
3152.45,16
3151.49,-32
3150.52,-28
3149.56,8
3148.59,17
3147.63,1
3146.66,12
3145.70,48
3144.74,53
3143.77,37
3142.81,36
3141.84,47
3140.88,57
3139.91,53
3138.95,29
3137.99,15
3137.02,29
3136.06,36
3135.09,24
3134.13,15
3133.16,23
3132.20,37
3131.24,33
3130.27,14
3129.31,3
3128.34,8
3127.38,18
3126.42,7
3125.45,-2
3124.49,28
3123.52,62
3122.56,75
3121.59,59
3120.63,35
3119.67,37
3118.70,41
3117.74,29
3116.77,9
3115.81,-10
3114.84,-18
3113.88,-14
3112.92,3
3111.95,35
3110.99,67
3110.02,76
3109.06,47
3108.09,19
3107.13,3
3106.17,-24
3105.20,-45
3104.24,-40
3103.27,-20
3102.31,19
3101.34,57
3100.38,65
3099.42,55
3098.45,36
3097.49,16
3096.52,16
3095.56,24
3094.60,22
3093.63,2
3092.67,-17
3091.70,-24
3090.74,-30
3089.77,-29
3088.81,9
3087.85,41
3086.88,43
3085.92,36
3084.95,31
3083.99,39
3083.02,40
3082.06,31
3081.10,33
3080.13,34
3079.17,24
3078.20,8
3077.24,-5
3076.27,10
3075.31,45
3074.35,66
3073.38,52
3072.42,26
3071.45,31
3070.49,55
3069.53,73
3068.56,79
3067.60,70
3066.63,56
3065.67,45
3064.70,52
3063.74,57
3062.78,48
3061.81,36
3060.85,26
3059.88,28
3058.92,41
3057.95,60
3056.99,82
3056.03,80
3055.06,57
3054.10,51
3053.13,55
3052.17,65
3051.20,69
3050.24,46
3049.28,13
3048.31,-11
3047.35,-16
3046.38,12
3045.42,56
3044.46,61
3043.49,21
3042.53,-9
3041.56,-0
3040.60,29
3039.63,49
3038.67,57
3037.71,65
3036.74,73
3035.78,71
3034.81,51
3033.85,26
3032.88,26
3031.92,65
3030.96,97
3029.99,78
3029.03,56
3028.06,54
3027.10,63
3026.13,80
3025.17,82
3024.21,66
3023.24,56
3022.28,58
3021.31,58
3020.35,32
3019.39,14
3018.42,44
3017.46,78
3016.49,103
3015.53,123
3014.56,126
3013.60,125
3012.64,131
3011.67,128
3010.71,115
3009.74,97
3008.78,87
3007.81,107
3006.85,131
3005.89,140
3004.92,150
3003.96,154
3002.99,141
3002.03,124
3001.06,112
3000.10,103
2999.14,107
2998.17,117
2997.21,111
2996.24,96
2995.28,106
2994.32,140
2993.35,170
2992.39,165
2991.42,155
2990.46,179
2989.49,218
2988.53,248
2987.57,272
2986.60,269
2985.64,226
2984.67,184
2983.71,173
2982.74,185
2981.78,215
2980.82,249
2979.85,281
2978.89,300
2977.92,294
2976.96,277
