Created As Omnic File,PLAS 216
Raman Shift / cm-1,INT
3418.58,-5
3417.61,-3
3416.65,-3
3415.68,-4
3414.72,-3
3413.76,-6
3412.79,-7
3411.83,-10
3410.86,-16
3409.90,-17
3408.94,-11
3407.97,-7
3407.01,-7
3406.04,-10
3405.08,-11
3404.11,-8
3403.15,-2
3402.19,0
3401.22,-1
3400.26,-2
3399.29,-2
3398.33,-4
3397.36,-5
3396.40,-5
3395.44,-4
3394.47,-3
3393.51,-2
3392.54,-3
3391.58,-3
3390.61,-3
3389.65,-1
3388.69,-1
3387.72,-5
3386.76,-6
3385.79,-3
3384.83,-1
3383.87,-2
3382.90,-3
3381.94,-1
3380.97,-2
3380.01,-9
3379.04,-11
3378.08,-8
3377.12,-9
3376.15,-10
3375.19,-8
3374.22,-6
3373.26,-6
3372.29,-6
3371.33,-8
3370.37,-8
3369.40,-11
3368.44,-12
3367.47,-12
3366.51,-10
3365.54,-6
3364.58,-8
3363.62,-11
3362.65,-12
3361.69,-12
3360.72,-13
3359.76,-15
3358.80,-15
3357.83,-15
3356.87,-16
3355.90,-17
3354.94,-19
3353.97,-20
3353.01,-18
3352.05,-18
3351.08,-17
3350.12,-15
3349.15,-13
3348.19,-13
3347.22,-14
3346.26,-14
3345.30,-14
3344.33,-14
3343.37,-16
3342.40,-15
3341.44,-14
3340.47,-18
3339.51,-19
3338.55,-18
3337.58,-18
3336.62,-17
3335.65,-17
3334.69,-17
3333.73,-15
3332.76,-13
3331.80,-12
3330.83,-13
3329.87,-16
3328.90,-20
3327.94,-20
3326.98,-18
3326.01,-16
3325.05,-13
3324.08,-10
3323.12,-12
3322.15,-18
3321.19,-18
3320.23,-14
3319.26,-13
3318.30,-14
3317.33,-14
3316.37,-15
3315.40,-15
3314.44,-15
3313.48,-15
3312.51,-15
3311.55,-13
3310.58,-11
3309.62,-9
3308.66,-7
3307.69,-9
3306.73,-10
3305.76,-10
3304.80,-10
3303.83,-10
3302.87,-9
3301.91,-9
3300.94,-7
3299.98,-4
3299.01,-1
3298.05,-1
3297.08,-3
3296.12,-6
3295.16,-3
3294.19,3
3293.23,5
3292.26,5
3291.30,2
3290.33,-4
3289.37,-11
3288.41,-8
3287.44,-0
3286.48,-4
3285.51,-11
3284.55,-7
3283.59,0
3282.62,0
3281.66,-3
3280.69,-2
3279.73,1
3278.76,2
3277.80,0
3276.84,-3
3275.87,-5
3274.91,-3
3273.94,-2
3272.98,-2
3272.01,-3
3271.05,-2
3270.09,-1
3269.12,0
3268.16,3
3267.19,5
3266.23,2
3265.26,-1
3264.30,-3
3263.34,-2
3262.37,4
3261.41,8
3260.44,6
3259.48,5
3258.51,5
3257.55,4
3256.59,2
3255.62,0
3254.66,1
3253.69,1
3252.73,-0
3251.77,0
3250.80,1
3249.84,-3
3248.87,-7
3247.91,-4
3246.94,1
3245.98,2
3245.02,1
3244.05,2
3243.09,3
3242.12,5
3241.16,4
3240.19,-0
3239.23,-1
3238.27,1
3237.30,2
3236.34,1
3235.37,1
3234.41,6
3233.44,5
3232.48,3
3231.52,4
3230.55,6
3229.59,5
3228.62,2
3227.66,0
3226.70,-2
3225.73,-1
3224.77,1
3223.80,1
3222.84,0
3221.87,2
3220.91,3
3219.95,3
3218.98,4
3218.02,4
3217.05,2
3216.09,-1
3215.12,1
3214.16,5
3213.20,7
3212.23,7
3211.27,6
3210.30,6
3209.34,7
3208.37,8
3207.41,5
3206.45,1
3205.48,2
3204.52,3
3203.55,6
3202.59,7
3201.63,5
3200.66,4
3199.70,4
3198.73,2
3197.77,1
3196.80,-0
3195.84,-1
3194.88,2
3193.91,6
3192.95,7
3191.98,4
3191.02,2
3190.05,1
3189.09,2
3188.13,4
3187.16,6
3186.20,7
3185.23,7
3184.27,5
3183.30,2
3182.34,0
3181.38,3
3180.41,7
3179.45,9
3178.48,9
3177.52,7
3176.56,7
3175.59,10
3174.63,8
3173.66,2
3172.70,-1
3171.73,2
3170.77,6
3169.81,7
3168.84,8
3167.88,7
3166.91,5
3165.95,4
3164.98,5
3164.02,5
3163.06,4
3162.09,4
3161.13,5
3160.16,5
3159.20,3
3158.23,1
3157.27,3
3156.31,8
3155.34,12
3154.38,11
3153.41,3
3152.45,-5
3151.49,-7
3150.52,-4
3149.56,2
3148.59,2
3147.63,-1
3146.66,-1
3145.70,4
3144.74,6
3143.77,6
3142.81,5
3141.84,5
3140.88,6
3139.91,7
3138.95,4
3137.99,2
3137.02,3
3136.06,3
3135.09,1
3134.13,0
3133.16,2
3132.20,2
3131.24,-2
3130.27,-3
3129.31,1
3128.34,2
3127.38,-1
3126.42,-3
3125.45,-0
3124.49,2
3123.52,2
3122.56,2
3121.59,0
3120.63,-3
3119.67,-3
3118.70,-4
3117.74,-5
3116.77,-7
3115.81,-9
3114.84,-7
3113.88,-5
3112.92,-5
3111.95,-5
3110.99,-1
3110.02,-0
3109.06,-6
3108.09,-9
3107.13,-9
3106.17,-10
3105.20,-11
3104.24,-10
3103.27,-6
3102.31,-2
3101.34,-1
3100.38,1
3099.42,5
3098.45,6
3097.49,6
3096.52,9
3095.56,14
3094.60,20
3093.63,23
3092.67,24
3091.70,24
3090.74,27
3089.77,32
3088.81,40
3087.85,49
3086.88,54
3085.92,58
3084.95,61
3083.99,66
3083.02,72
3082.06,78
3081.10,84
3080.13,89
3079.17,91
3078.20,93
3077.24,94
3076.27,99
3075.31,106
3074.35,111
3073.38,111
3072.42,110
3071.45,112
3070.49,115
3069.53,119
3068.56,122
3067.60,126
3066.63,130
3065.67,136
3064.70,140
3063.74,143
3062.78,149
3061.81,155
3060.85,160
3059.88,165
3058.92,172
3057.95,182
3056.99,194
3056.03,205
3055.06,210
3054.10,215
3053.13,221
3052.17,229
3051.20,238
3050.24,244
3049.28,245
3048.31,246
3047.35,247
3046.38,251
3045.42,258
3044.46,262
3043.49,266
3042.53,267
3041.56,267
3040.60,272
3039.63,281
3038.67,287
3037.71,289
3036.74,295
3035.78,302
3034.81,304
3033.85,300
3032.88,305
3031.92,319
3030.96,331
3029.99,336
3029.03,341
3028.06,349
3027.10,360
3026.13,373
3025.17,387
3024.21,401
3023.24,411
3022.28,422
3021.31,435
3020.35,447
3019.39,453
3018.42,463
3017.46,478
3016.49,492
3015.53,504
3014.56,512
3013.60,520
3012.64,529
3011.67,543
3010.71,554
3009.74,558
3008.78,564
3007.81,581
3006.85,599
3005.89,613
3004.92,632
3003.96,654
3002.99,674
3002.03,691
3001.06,709
3000.10,728
2999.14,751
2998.17,781
2997.21,804
2996.24,821
2995.28,840
2994.32,863
2993.35,889
2992.39,915
2991.42,940
2990.46,968
2989.49,1000
2988.53,1032
2987.57,1063
2986.60,1090
2985.64,1117
2984.67,1147
2983.71,1178
2982.74,1213
2981.78,1251
2980.82,1292
2979.85,1330
2978.89,1368
2977.92,1409
2976.96,1453
2975.99,1507
2975.03,1567
2974.07,1626
2973.10,1686
2972.14,1749
2971.17,1814
2970.21,1886
2969.25,1967
2968.28,2055
2967.32,2148
2966.35,2239
2965.39,2327
2964.42,2412
2963.46,2499
2962.50,2590
2961.53,2685
2960.57,2775
2959.60,2865
2958.64,2957
2957.67,3045
2956.71,3127
2955.75,3207
2954.78,3283
2953.82,3352
2952.85,3418
2951.89,3491
2950.92,3574
2949.96,3667
2949.00,3770
2948.03,3884
2947.07,4014
2946.10,4171
2945.14,4356
2944.17,4570
2943.21,4811
2942.25,5068
2941.28,5325
2940.32,5586
2939.35,5846
2938.39,6082
2937.43,6288
2936.46,6469
2935.50,6624
2934.53,6737
2933.57,6816
2932.60,6865
2931.64,6882
2930.68,6879
2929.71,6864
2928.75,6841
2927.78,6812
2926.82,6782
2925.85,6743
2924.89,6703
2923.93,6666
2922.96,6636
2922.00,6614
2921.03,6601
2920.07,6593
2919.10,6591
2918.14,6601
2917.18,6625
2916.21,6652
2915.25,6666
2914.28,6680
2913.32,6723
2912.36,6786
2911.39,6853
2910.43,6923
2909.46,7001
2908.50,7088
2907.53,7175
2906.57,7257
2905.61,7336
2904.64,7413
2903.68,7488
2902.71,7572
2901.75,7656
2900.78,7723
2899.82,7764
2898.86,7801
2897.89,7853
2896.93,7902
2895.96,7919
2895.00,7922
2894.03,7952
2893.07,8002
2892.11,8060
2891.14,8142
2890.18,8264
2889.21,8420
2888.25,8627
2887.29,8925
2886.32,9355
2885.36,9950
2884.39,10727
2883.43,11609
2882.46,12525
2881.50,13325
2880.54,13687
2879.57,13620
2878.61,12892
2877.64,11826
2876.68,10693
2875.71,9688
2874.75,9003
2873.79,8525
2872.82,8205
2871.86,7989
2870.89,7822
2869.93,7706
2868.96,7618
2868.00,7561
2867.04,7514
2866.07,7484
2865.11,7467
2864.14,7472
2863.18,7509
2862.22,7560
2861.25,7614
2860.29,7687
2859.32,7795
2858.36,7931
2857.39,8086
2856.43,8258
2855.47,8452
2854.50,8673
2853.54,8915
2852.57,9158
2851.61,9396
2850.64,9608
2849.68,9792
2848.72,9909
2847.75,9919
2846.79,9819
2845.82,9596
2844.86,9248
2843.89,8759
2842.93,8178
2841.97,7536
2841.00,6864
2840.04,6177
2839.07,5517
2838.11,4899
2837.15,4330
2836.18,3821
2835.22,3366
2834.25,2962
2833.29,2611
2832.32,2314
2831.36,2063
2830.40,1847
2829.43,1660
2828.47,1498
2827.50,1360
2826.54,1244
2825.57,1140
2824.61,1042
2823.65,956
2822.68,882
2821.72,824
2820.75,778
2819.79,731
2818.82,678
2817.86,626
2816.90,583
2815.93,544
2814.97,510
2814.00,482
2813.04,455
2812.08,426
2811.11,397
2810.15,374
2809.18,359
2808.22,347
2807.25,335
2806.29,321
2805.33,304
2804.36,288
2803.40,273
2802.43,259
2801.47,246
2800.50,236
2799.54,229
2798.58,224
2797.61,219
2796.65,211
2795.68,199
2794.72,191
2793.75,188
2792.79,185
2791.83,179
2790.86,173
2789.90,169
2788.93,167
2787.97,166
2787.00,165
2786.04,164
2785.08,161
2784.11,160
2783.15,155
2782.18,144
2781.22,135
2780.26,135
2779.29,137
2778.33,138
2777.36,138
2776.40,138
2775.43,135
2774.47,132
2773.51,133
2772.54,139
2771.58,143
2770.61,143
2769.65,142
2768.68,147
2767.72,155
2766.76,159
2765.79,161
2764.83,168
2763.86,175
2762.90,179
2761.93,183
2760.97,192
2760.01,202
2759.04,207
2758.08,211
2757.11,215
2756.15,216
2755.19,217
2754.22,221
2753.26,228
2752.29,237
2751.33,244
2750.36,251
2749.40,259
2748.44,265
2747.47,268
2746.51,269
2745.54,276
2744.58,287
2743.61,298
2742.65,311
2741.69,327
2740.72,342
2739.76,356
2738.79,369
2737.83,387
2736.86,410
2735.90,436
2734.94,465
2733.97,494
2733.01,522
2732.04,549
2731.08,576
2730.12,605
2729.15,636
2728.19,670
2727.22,703
2726.26,729
2725.29,746
2724.33,761
2723.37,773
2722.40,782
2721.44,788
2720.47,781
2719.51,767
2718.54,759
2717.58,755
2716.62,747
2715.65,732
2714.69,711
2713.72,687
2712.76,662
2711.79,638
2710.83,618
2709.87,602
2708.90,584
2707.94,560
2706.97,537
2706.01,518
2705.05,493
2704.08,467
2703.12,448
2702.15,434
2701.19,418
2700.22,396
2699.26,376
2698.30,361
2697.33,351
2696.37,344
2695.40,336
2694.44,323
2693.47,310
2692.51,301
2691.55,296
2690.58,292
2689.62,289
2688.65,284
2687.69,276
2686.72,265
2685.76,258
2684.80,256
2683.83,254
2682.87,248
2681.90,240
2680.94,235
2679.98,233
2679.01,231
2678.05,231
2677.08,234
2676.12,236
2675.15,232
2674.19,224
2673.23,222
2672.26,224
2671.30,222
2670.33,220
2669.37,218
2668.40,215
2667.44,215
2666.48,218
2665.51,221
2664.55,225
2663.58,229
2662.62,234
2661.65,238
2660.69,241
2659.73,240
2658.76,235
2657.80,237
2656.83,243
2655.87,247
2654.91,250
2653.94,247
2652.98,243
2652.01,240
2651.05,237
2650.08,235
2649.12,232
2648.16,225
2647.19,216
2646.23,209
2645.26,204
2644.30,201
2643.33,200
2642.37,199
2641.41,193
2640.44,187
2639.48,184
2638.51,180
2637.55,173
2636.58,168
2635.62,165
2634.66,160
2633.69,154
2632.73,149
2631.76,149
2630.80,151
2629.83,154
2628.87,159
2627.91,169
2626.94,173
2625.98,164
2625.01,151
2624.05,146
2623.09,148
2622.12,156
2621.16,165
2620.19,165
2619.23,162
2618.26,161
2617.30,160
2616.34,159
2615.37,159
2614.41,160
2613.44,163
2612.48,164
2611.51,162
2610.55,157
2609.59,153
2608.62,154
2607.66,160
2606.69,158
2605.73,152
2604.76,148
2603.80,148
2602.84,149
2601.87,151
2600.91,149
2599.94,143
2598.98,138
2598.02,135
2597.05,131
2596.09,127
2595.12,126
2594.16,130
2593.19,133
2592.23,130
2591.27,127
2590.30,129
2589.34,132
2588.37,133
2587.41,133
2586.44,127
2585.48,118
2584.52,114
2583.55,109
2582.59,100
2581.62,94
2580.66,92
2579.69,91
2578.73,86
2577.77,77
2576.80,67
2575.84,61
2574.87,59
2573.91,60
2572.95,61
2571.98,57
2571.02,51
2570.05,47
2569.09,48
2568.12,50
2567.16,52
2566.20,47
2565.23,42
2564.27,41
2563.30,39
2562.34,32
2561.37,28
2560.41,32
2559.45,35
2558.48,31
2557.52,25
2556.55,23
2555.59,23
2554.62,22
2553.66,17
2552.70,12
2551.73,7
2550.77,6
2549.80,7
2548.84,3
2547.88,-4
2546.91,-6
2545.95,-5
2544.98,-2
2544.02,4
2543.05,6
2542.09,1
2541.13,-3
2540.16,-5
2539.20,-7
2538.23,-6
2537.27,-4
2536.30,-5
2535.34,-9
2534.38,-8
2533.41,-7
2532.45,-9
2531.48,-13
2530.52,-21
2529.55,-25
2528.59,-21
2527.63,-13
2526.66,-11
2525.70,-12
2524.73,-10
2523.77,-8
2522.81,-12
2521.84,-19
2520.88,-20
2519.91,-18
2518.95,-14
2517.98,-12
2517.02,-13
2516.06,-14
2515.09,-14
2514.13,-13
2513.16,-9
2512.20,-4
