Created As Omnic File,PLAS 084
Raman Shift / cm-1,INT
3418.58,-58
3417.61,-49
3416.65,-35
3415.68,-25
3414.72,-27
3413.76,-33
3412.79,-36
3411.83,-97
3410.86,-128
3409.90,-140
3408.94,-111
3407.97,-83
3407.01,-78
3406.04,-83
3405.08,-80
3404.11,-65
3403.15,-47
3402.19,-41
3401.22,-60
3400.26,-91
3399.29,-103
3398.33,-104
3397.36,-105
3396.40,-107
3395.44,-102
3394.47,-85
3393.51,-74
3392.54,-64
3391.58,0
3390.61,36
3389.65,47
3388.69,19
3387.72,-13
3386.76,-30
3385.79,-26
3384.83,-19
3383.87,-26
3382.90,-30
3381.94,-19
3380.97,-10
3380.01,-14
3379.04,-29
3378.08,-30
3377.12,-4
3376.15,37
3375.19,57
3374.22,65
3373.26,76
3372.29,74
3371.33,56
3370.37,35
3369.40,17
3368.44,13
3367.47,21
3366.51,0
3365.54,-18
3364.58,-9
3363.62,7
3362.65,18
3361.69,24
3360.72,19
3359.76,12
3358.80,13
3357.83,25
3356.87,49
3355.90,59
3354.94,35
3353.97,9
3353.01,-12
3352.05,-26
3351.08,-17
3350.12,6
3349.15,25
3348.19,25
3347.22,15
3346.26,22
3345.30,39
3344.33,40
3343.37,22
3342.40,11
3341.44,8
3340.47,3
3339.51,7
3338.55,6
3337.58,0
3336.62,-8
3335.65,-17
3334.69,-25
3333.73,-26
3332.76,-22
3331.80,-4
3330.83,5
3329.87,-22
3328.90,-65
3327.94,-80
3326.98,-58
3326.01,-27
3325.05,-1
3324.08,-1
3323.12,-27
3322.15,-52
3321.19,-41
3320.23,-10
3319.26,-0
3318.30,-4
3317.33,-8
3316.37,-15
3315.40,-22
3314.44,-21
3313.48,-27
3312.51,-38
3311.55,-43
3310.58,-44
3309.62,-27
3308.66,0
3307.69,2
3306.73,-5
3305.76,-15
3304.80,-33
3303.83,-54
3302.87,-61
3301.91,-59
3300.94,-45
3299.98,-17
3299.01,3
3298.05,13
3297.08,10
3296.12,-9
3295.16,-23
3294.19,-8
3293.23,13
3292.26,32
3291.30,37
3290.33,3
3289.37,-36
3288.41,-31
3287.44,-14
3286.48,-34
3285.51,-68
3284.55,-66
3283.59,-39
3282.62,-14
3281.66,-0
3280.69,-4
3279.73,-8
3278.76,-6
3277.80,-19
3276.84,-47
3275.87,-67
3274.91,-64
3273.94,-48
3272.98,-37
3272.01,-41
3271.05,-46
3270.09,-33
3269.12,-17
3268.16,-15
3267.19,-24
3266.23,-42
3265.26,-45
3264.30,-28
3263.34,-13
3262.37,-38
3261.41,-32
3260.44,-27
3259.48,-23
3258.51,-22
3257.55,-25
3256.59,-30
3255.62,-39
3254.66,-46
3253.69,-38
3252.73,-27
3251.77,-32
3250.80,-51
3249.84,-61
3248.87,-56
3247.91,-44
3246.94,-23
3245.98,-4
3245.02,4
3244.05,9
3243.09,13
3242.12,9
3241.16,0
3240.19,-3
3239.23,-0
3238.27,-1
3237.30,4
3236.34,9
3235.37,14
3234.41,36
3233.44,21
3232.48,-2
3231.52,-2
3230.55,4
3229.59,9
3228.62,6
3227.66,-3
3226.70,-13
3225.73,0
3224.77,5
3223.80,26
3222.84,30
3221.87,16
3220.91,5
3219.95,9
3218.98,15
3218.02,12
3217.05,8
3216.09,17
3215.12,51
3214.16,91
3213.20,83
3212.23,38
3211.27,34
3210.30,35
3209.34,24
3208.37,13
3207.41,-0
3206.45,-9
3205.48,4
3204.52,15
3203.55,12
3202.59,12
3201.63,10
3200.66,19
3199.70,36
3198.73,26
3197.77,-3
3196.80,-14
3195.84,3
3194.88,21
3193.91,21
3192.95,11
3191.98,-6
3191.02,-15
3190.05,-22
3189.09,-14
3188.13,-5
3187.16,-5
3186.20,-1
3185.23,12
3184.27,14
3183.30,-1
3182.34,-12
3181.38,-9
3180.41,3
3179.45,5
3178.48,7
3177.52,16
3176.56,32
3175.59,40
3174.63,18
3173.66,-20
3172.70,-45
3171.73,-35
3170.77,9
3169.81,47
3168.84,53
3167.88,33
3166.91,6
3165.95,-16
3164.98,-49
3164.02,-75
3163.06,-63
3162.09,-27
3161.13,-5
3160.16,3
3159.20,-6
3158.23,-34
3157.27,-41
3156.31,-23
3155.34,2
3154.38,29
3153.41,26
3152.45,-5
3151.49,-23
3150.52,-26
3149.56,-27
3148.59,-26
3147.63,-20
3146.66,0
3145.70,31
3144.74,24
3143.77,-3
3142.81,1
3141.84,16
3140.88,20
3139.91,10
3138.95,-15
3137.99,-28
3137.02,-13
3136.06,-6
3135.09,-27
3134.13,-42
3133.16,-34
3132.20,-22
3131.24,-27
3130.27,-40
3129.31,-45
3128.34,-39
3127.38,-32
3126.42,-37
3125.45,-33
3124.49,-6
3123.52,17
3122.56,16
3121.59,-13
3120.63,-42
3119.67,-45
3118.70,-35
3117.74,-33
3116.77,-37
3115.81,-44
3114.84,-56
3113.88,-64
3112.92,-57
3111.95,-37
3110.99,-13
3110.02,2
3109.06,3
3108.09,-7
3107.13,-31
3106.17,-68
3105.20,-91
3104.24,-86
3103.27,-63
3102.31,-29
3101.34,-4
3100.38,2
3099.42,-0
3098.45,-8
3097.49,-17
3096.52,-13
3095.56,-4
3094.60,-9
3093.63,-23
3092.67,-28
3091.70,-16
3090.74,-13
3089.77,-8
3088.81,26
3087.85,53
3086.88,49
3085.92,33
3084.95,20
3083.99,26
3083.02,45
3082.06,51
3081.10,37
3080.13,25
3079.17,29
3078.20,26
3077.24,12
3076.27,17
3075.31,37
3074.35,45
3073.38,24
3072.42,8
3071.45,29
3070.49,57
3069.53,67
3068.56,65
3067.60,56
3066.63,48
3065.67,49
3064.70,51
3063.74,48
3062.78,50
3061.81,51
3060.85,33
3059.88,21
3058.92,42
3057.95,79
3056.99,100
3056.03,90
3055.06,61
3054.10,46
3053.13,50
3052.17,56
3051.20,47
3050.24,27
3049.28,29
3048.31,29
3047.35,2
3046.38,-7
3045.42,11
3044.46,8
3043.49,-12
3042.53,-19
3041.56,7
3040.60,37
3039.63,42
3038.67,39
3037.71,39
3036.74,34
3035.78,21
3034.81,3
3033.85,-3
3032.88,8
3031.92,44
3030.96,58
3029.99,13
3029.03,-12
3028.06,-11
3027.10,-2
3026.13,12
3025.17,14
3024.21,4
3023.24,5
3022.28,18
3021.31,6
3020.35,-42
3019.39,-73
3018.42,-57
3017.46,-16
3016.49,17
3015.53,27
3014.56,19
3013.60,17
3012.64,22
3011.67,7
3010.71,-11
3009.74,-11
3008.78,-11
3007.81,-14
3006.85,-3
3005.89,21
3004.92,32
3003.96,0
3002.99,-18
3002.03,-8
3001.06,-8
3000.10,-35
2999.14,-40
2998.17,-14
2997.21,-8
2996.24,-21
2995.28,-19
2994.32,-0
2993.35,20
2992.39,14
2991.42,6
2990.46,26
2989.49,51
2988.53,62
2987.57,72
2986.60,64
2985.64,25
2984.67,-9
2983.71,-13
2982.74,1
2981.78,1
2980.82,-6
2979.85,-2
2978.89,8
2977.92,10
2976.96,7
2975.99,6
2975.03,11
2974.07,17
2973.10,17
2972.14,4
2971.17,-20
2970.21,-46
2969.25,-47
2968.28,-25
2967.32,5
2966.35,20
2965.39,5
2964.42,-17
2963.46,-32
2962.50,-32
2961.53,-20
2960.57,-21
2959.60,-34
2958.64,-46
2957.67,-35
2956.71,12
2955.75,78
2954.78,94
2953.82,91
2952.85,108
2951.89,161
2950.92,244
2949.96,349
2949.00,467
2948.03,563
2947.07,640
2946.10,745
2945.14,875
2944.17,1003
2943.21,1143
2942.25,1300
2941.28,1454
2940.32,1608
2939.35,1769
2938.39,1902
2937.43,2005
2936.46,2117
2935.50,2228
2934.53,2346
2933.57,2479
2932.60,2594
2931.64,2674
2930.68,2727
2929.71,2769
2928.75,2806
2927.78,2849
2926.82,2904
2925.85,2935
2924.89,2918
2923.93,2889
2922.96,2889
2922.00,2914
2921.03,2942
2920.07,2961
2919.10,2984
2918.14,3034
2917.18,3118
2916.21,3197
2915.25,3226
2914.28,3241
2913.32,3316
2912.36,3444
2911.39,3593
2910.43,3750
2909.46,3927
2908.50,4132
2907.53,4350
2906.57,4554
2905.61,4725
2904.64,4882
2903.68,5070
2902.71,5309
2901.75,5550
2900.78,5744
2899.82,5887
2898.86,6021
2897.89,6176
2896.93,6339
2895.96,6467
2895.00,6569
2894.03,6709
2893.07,6889
2892.11,7088
2891.14,7353
2890.18,7721
2889.21,8180
2888.25,8798
2887.29,9676
2886.32,10930
2885.36,12513
2884.39,14339
2883.43,16084
2882.46,17408
2881.50,18135
2880.54,17712
2879.57,16504
2878.61,14595
2877.64,12412
2876.68,10574
2875.71,9095
2874.75,8112
2873.79,7448
2872.82,6985
2871.86,6650
2870.89,6377
2869.93,6198
2868.96,6117
2868.00,6126
2867.04,6169
2866.07,6245
2865.11,6339
2864.14,6466
2863.18,6658
2862.22,6851
2861.25,7003
2860.29,7195
2859.32,7500
2858.36,7860
2857.39,8211
2856.43,8573
2855.47,8990
2854.50,9443
2853.54,9888
2852.57,10336
2851.61,10800
2850.64,11223
2849.68,11612
2848.72,11900
2847.75,11998
2846.79,11897
2845.82,11580
2844.86,11080
2843.89,10383
2842.93,9538
2841.97,8593
2841.00,7624
2840.04,6664
2839.07,5779
2838.11,4983
2837.15,4251
2836.18,3603
2835.22,3049
2834.25,2574
2833.29,2153
2832.32,1788
2831.36,1512
2830.40,1313
2829.43,1122
2828.47,925
2827.50,768
2826.54,670
2825.57,573
2824.61,451
2823.65,346
2822.68,293
2821.72,308
2820.75,355
2819.79,361
2818.82,296
2817.86,211
2816.90,146
2815.93,105
2814.97,97
2814.00,115
2813.04,111
2812.08,72
2811.11,42
2810.15,41
2809.18,53
2808.22,73
2807.25,77
2806.29,57
2805.33,48
2804.36,52
2803.40,58
2802.43,64
2801.47,69
2800.50,64
2799.54,47
2798.58,29
2797.61,35
2796.65,33
2795.68,25
2794.72,25
