Created As Omnic File,PLAS 253
Raman Shift / cm-1,INT
3418.58,37
3417.61,84
3416.65,95
3415.68,85
3414.72,80
3413.76,80
3412.79,74
3411.83,47
3410.86,1
3409.90,0
3408.94,49
3407.97,87
3407.01,79
3406.04,52
3405.08,36
3404.11,54
3403.15,88
3402.19,101
3401.22,75
3400.26,38
3399.29,26
3398.33,17
3397.36,6
3396.40,-3
3395.44,0
3394.47,23
3393.51,40
3392.54,51
3391.58,74
3390.61,106
3389.65,114
3388.69,80
3387.72,53
3386.76,49
3385.79,55
3384.83,67
3383.87,70
3382.90,73
3381.94,84
3380.97,73
3380.01,29
3379.04,0
3378.08,27
3377.12,44
3376.15,56
3375.19,65
3374.22,68
3373.26,92
3372.29,95
3371.33,55
3370.37,13
3369.40,-5
3368.44,-9
3367.47,-11
3366.51,-20
3365.54,-30
3364.58,-16
3363.62,4
3362.65,8
3361.69,5
3360.72,3
3359.76,6
3358.80,6
3357.83,18
3356.87,33
3355.90,35
3354.94,11
3353.97,-6
3353.01,-11
3352.05,-28
3351.08,-31
3350.12,-12
3349.15,11
3348.19,33
3347.22,53
3346.26,52
3345.30,46
3344.33,45
3343.37,24
3342.40,10
3341.44,10
3340.47,11
3339.51,32
3338.55,49
3337.58,34
3336.62,-1
3335.65,-27
3334.69,-35
3333.73,-11
3332.76,28
3331.80,34
3330.83,25
3329.87,6
3328.90,-34
3327.94,-72
3326.98,-72
3326.01,-45
3325.05,-4
3324.08,34
3323.12,22
3322.15,-23
3321.19,-20
3320.23,11
3319.26,30
3318.30,36
3317.33,23
3316.37,-6
3315.40,-30
3314.44,-31
3313.48,-10
3312.51,5
3311.55,1
3310.58,-10
3309.62,-6
3308.66,16
3307.69,32
3306.73,26
3305.76,5
3304.80,-14
3303.83,-23
3302.87,-14
3301.91,3
3300.94,-1
3299.98,-1
3299.01,11
3298.05,22
3297.08,31
3296.12,21
3295.16,6
3294.19,26
3293.23,61
3292.26,84
3291.30,75
3290.33,38
3289.37,19
3288.41,25
3287.44,33
3286.48,4
3285.51,-31
3284.55,-9
3283.59,46
3282.62,69
3281.66,66
3280.69,57
3279.73,53
3278.76,65
3277.80,57
3276.84,24
3275.87,-5
3274.91,-9
3273.94,6
3272.98,21
3272.01,14
3271.05,0
3270.09,11
3269.12,30
3268.16,21
3267.19,2
