Created As Omnic File,PLAS 259
Raman Shift / cm-1,INT
3418.58,-100
3417.61,-77
3416.65,-49
3415.68,-32
3414.72,-30
3413.76,-35
3412.79,-49
3411.83,-151
3410.86,-206
3409.90,-243
3408.94,-229
3407.97,-171
3407.01,-134
3406.04,-137
3405.08,-128
3404.11,-87
3403.15,-40
3402.19,-41
3401.22,-117
3400.26,-201
3399.29,-221
3398.33,-210
3397.36,-205
3396.40,-208
3395.44,-193
3394.47,-150
3393.51,-115
3392.54,-89
3391.58,-45
3390.61,11
3389.65,38
3388.69,-19
3387.72,-98
3386.76,-131
3385.79,-116
3384.83,-84
3383.87,-54
3382.90,-40
3381.94,-32
3380.97,-44
3380.01,-100
3379.04,-185
3378.08,-222
3377.12,-175
3376.15,-70
3375.19,38
3374.22,112
3373.26,150
3372.29,123
3371.33,40
3370.37,-37
3369.40,-66
3368.44,-62
3367.47,-55
3366.51,0
3365.54,18
3364.58,34
3363.62,34
3362.65,27
3361.69,20
3360.72,12
3359.76,16
3358.80,39
3357.83,74
3356.87,107
3355.90,129
3354.94,129
3353.97,98
3353.01,40
3352.05,-18
3351.08,-22
3350.12,29
3349.15,85
3348.19,112
3347.22,128
3346.26,155
3345.30,195
3344.33,193
3343.37,122
3342.40,45
3341.44,0
3340.47,40
3339.51,97
3338.55,101
3337.58,53
3336.62,-5
3335.65,-47
3334.69,-65
3333.73,-57
3332.76,-37
3331.80,-20
3330.83,-23
3329.87,-68
3328.90,-173
3327.94,-280
3326.98,-288
3326.01,-211
3325.05,-127
3324.08,-105
3323.12,-142
3322.15,-165
3321.19,-158
3320.23,-145
3319.26,-132
3318.30,-121
3317.33,-113
3316.37,-124
3315.40,-148
3314.44,-141
3313.48,-105
3312.51,-88
3311.55,-104
3310.58,-136
3309.62,-130
3308.66,-80
3307.69,-46
3306.73,-43
3305.76,-92
3304.80,-100
3303.83,-95
3302.87,-85
3301.91,-79
3300.94,-63
3299.98,-15
3299.01,45
3298.05,82
3297.08,69
3296.12,5
3295.16,-36
3294.19,32
3293.23,146
3292.26,216
3291.30,177
3290.33,48
3289.37,-49
3288.41,-75
3287.44,-84
3286.48,-103
3285.51,-120
3284.55,-97
3283.59,0
3282.62,48
3281.66,80
3280.69,116
3279.73,151
3278.76,158
3277.80,129
3276.84,79
3275.87,20
3274.91,-14
3273.94,3
3272.98,29
3272.01,32
3271.05,40
3270.09,83
3269.12,114
3268.16,94
3267.19,50
3266.23,40
3265.26,69
3264.30,82
3263.34,72
3262.37,76
3261.41,86
3260.44,87
3259.48,96
3258.51,106
3257.55,94
3256.59,57
3255.62,17
3254.66,0
3253.69,-25
3252.73,-50
3251.77,-57
3250.80,-63
3249.84,-84
3248.87,-93
3247.91,-65
3246.94,-8
3245.98,30
3245.02,26
3244.05,6
3243.09,-17
3242.12,-52
3241.16,-95
3240.19,-110
3239.23,-69
3238.27,7
3237.30,80
3236.34,101
3235.37,70
3234.41,38
3233.44,28
3232.48,45
3231.52,67
3230.55,73
3229.59,55
3228.62,2
3227.66,-74
3226.70,-132
3225.73,-144
3224.77,-101
3223.80,-56
3222.84,-47
3221.87,-61
3220.91,-69
3219.95,-54
3218.98,-36
3218.02,-47
3217.05,-96
3216.09,-102
3215.12,-76
3214.16,-46
3213.20,-34
3212.23,-45
3211.27,-71
3210.30,-115
3209.34,-164
3208.37,-181
3207.41,-156
3206.45,-129
3205.48,-132
3204.52,-147
3203.55,-132
3202.59,-85
3201.63,-35
3200.66,-0
3199.70,-4
3198.73,-63
3197.77,-146
3196.80,-198
3195.84,-183
3194.88,-123
3193.91,-70
3192.95,-43
3191.98,-45
3191.02,-60
3190.05,-61
3189.09,-41
3188.13,0
3187.16,52
3186.20,115
3185.23,165
3184.27,165
3183.30,122
3182.34,82
3181.38,80
3180.41,114
3179.45,148
3178.48,165
3177.52,180
3176.56,190
3175.59,154
3174.63,66
3173.66,-33
3172.70,-82
3171.73,-26
3170.77,102
3169.81,191
3168.84,191
3167.88,120
3166.91,40
3165.95,-10
3164.98,-54
3164.02,-99
3163.06,-109
3162.09,-59
3161.13,21
3160.16,72
3159.20,48
3158.23,-58
3157.27,-136
3156.31,-110
3155.34,0
3154.38,93
3153.41,83
3152.45,-7
3151.49,-56
