Created As Omnic File,PLAS 241
Raman Shift / cm-1,INT
3418.58,1
3417.61,-2
3416.65,-3
3415.68,-4
3414.72,-2
3413.76,0
3412.79,-5
3411.83,-9
3410.86,-4
3409.90,-0
3408.94,-1
3407.97,0
3407.01,-2
3406.04,-2
3405.08,1
3404.11,4
3403.15,9
3402.19,14
3401.22,12
3400.26,-4
3399.29,-12
3398.33,-3
3397.36,3
3396.40,1
3395.44,-0
3394.47,-0
3393.51,-0
3392.54,-0
3391.58,1
3390.61,3
3389.65,4
3388.69,-1
3387.72,-7
3386.76,-7
3385.79,2
3384.83,8
3383.87,5
3382.90,1
3381.94,-0
3380.97,-3
3380.01,-11
3379.04,-18
3378.08,-17
3377.12,-12
3376.15,-4
3375.19,1
3374.22,4
3373.26,7
3372.29,5
3371.33,-1
3370.37,-8
3369.40,-11
3368.44,-12
3367.47,-13
3366.51,-11
3365.54,-3
3364.58,-1
3363.62,-3
3362.65,-2
3361.69,-0
3360.72,2
3359.76,1
3358.80,-7
3357.83,-12
3356.87,-1
3355.90,6
3354.94,-4
3353.97,-8
3353.01,-3
3352.05,-4
3351.08,-5
3350.12,-1
3349.15,4
3348.19,8
3347.22,12
3346.26,9
3345.30,7
3344.33,10
3343.37,7
3342.40,2
3341.44,1
3340.47,6
3339.51,10
3338.55,9
3337.58,7
3336.62,7
3335.65,2
3334.69,-7
3333.73,-5
3332.76,3
3331.80,11
3330.83,16
3329.87,13
3328.90,3
3327.94,-4
3326.98,-5
3326.01,-4
3325.05,0
3324.08,6
3323.12,5
3322.15,0
3321.19,2
3320.23,7
3319.26,5
3318.30,1
3317.33,2
3316.37,3
3315.40,-1
3314.44,-4
3313.48,-2
3312.51,-2
3311.55,-5
3310.58,-7
3309.62,-3
3308.66,4
3307.69,8
3306.73,6
3305.76,2
3304.80,0
3303.83,2
3302.87,-0
3301.91,-8
3300.94,-5
3299.98,2
3299.01,1
3298.05,0
3297.08,2
3296.12,1
3295.16,-3
3294.19,4
3293.23,19
3292.26,27
3291.30,17
3290.33,2
3289.37,-8
3288.41,-10
3287.44,-11
3286.48,-13
3285.51,-14
3284.55,-8
3283.59,1
3282.62,3
3281.66,0
3280.69,-1
3279.73,2
3278.76,11
3277.80,10
3276.84,-7
3275.87,-19
3274.91,-19
3273.94,-16
3272.98,-16
3272.01,-14
3271.05,-7
3270.09,1
3269.12,7
3268.16,3
3267.19,-6
3266.23,-12
3265.26,-12
3264.30,-9
3263.34,-7
3262.37,-3
3261.41,0
3260.44,-1
3259.48,-4
3258.51,-8
3257.55,-9
3256.59,-5
3255.62,-5
3254.66,-8
3253.69,-7
3252.73,-4
3251.77,-4
3250.80,-7
3249.84,-10
3248.87,-13
3247.91,-16
3246.94,-18
3245.98,-13
3245.02,-11
3244.05,-13
3243.09,-10
3242.12,-1
3241.16,-1
3240.19,-13
3239.23,-15
3238.27,-1
3237.30,10
3236.34,10
3235.37,5
3234.41,-0
3233.44,-3
3232.48,-2
3231.52,-1
3230.55,0
3229.59,2
3228.62,4
3227.66,5
3226.70,5
3225.73,1
3224.77,2
3223.80,11
3222.84,14
3221.87,10
3220.91,8
3219.95,11
3218.98,18
3218.02,24
3217.05,25
3216.09,25
3215.12,29
3214.16,36
3213.20,36
3212.23,30
3211.27,25
3210.30,20
3209.34,24
3208.37,30
3207.41,33
3206.45,31
3205.48,30
3204.52,29
3203.55,35
3202.59,41
3201.63,40
3200.66,38
3199.70,34
3198.73,30
3197.77,27
3196.80,27
3195.84,30
3194.88,30
3193.91,25
3192.95,29
3191.98,39
3191.02,35
3190.05,27
3189.09,26
3188.13,29
3187.16,34
3186.20,39
3185.23,37
3184.27,29
3183.30,23
3182.34,21
3181.38,27
3180.41,33
3179.45,32
3178.48,27
3177.52,20
3176.56,19
3175.59,21
3174.63,22
3173.66,21
3172.70,16
3171.73,13
3170.77,25
3169.81,38
3168.84,35
3167.88,21
3166.91,14
3165.95,12
3164.98,10
3164.02,6
3163.06,-2
3162.09,0
3161.13,20
3160.16,34
3159.20,24
3158.23,11
3157.27,16
3156.31,22
3155.34,17
3154.38,23
3153.41,32
3152.45,24
3151.49,14
3150.52,17
3149.56,27
3148.59,26
3147.63,13
3146.66,16
3145.70,31
3144.74,38
3143.77,38
3142.81,31
3141.84,27
3140.88,35
3139.91,42
3138.95,35
3137.99,27
3137.02,26
3136.06,26
3135.09,24
3134.13,23
3133.16,25
3132.20,26
3131.24,22
