Created As Omnic File,PLAS 213
Raman Shift / cm-1,INT
3418.58,10
3417.61,71
3416.65,79
3415.68,66
3414.72,86
3413.76,112
3412.79,88
3411.83,22
3410.86,-57
3409.90,-86
3408.94,-16
3407.97,53
3407.01,63
3406.04,44
3405.08,42
3404.11,98
3403.15,169
3402.19,166
3401.22,83
3400.26,18
3399.29,0
3398.33,-17
3397.36,-25
3396.40,-11
3395.44,0
3394.47,12
3393.51,30
3392.54,56
3391.58,107
3390.61,168
3389.65,170
3388.69,84
3387.72,18
3386.76,-4
3385.79,11
3384.83,33
3383.87,23
3382.90,23
3381.94,55
3380.97,58
3380.01,2
3379.04,-73
3378.08,-102
3377.12,-53
3376.15,39
3375.19,80
3374.22,85
3373.26,90
3372.29,71
3371.33,38
3370.37,-8
3369.40,-71
3368.44,-92
3367.47,-70
3366.51,-53
3365.54,-38
3364.58,-35
3363.62,-47
3362.65,-37
3361.69,-22
3360.72,-34
3359.76,-56
3358.80,-64
3357.83,-48
3356.87,-2
3355.90,25
3354.94,-5
3353.97,-52
3353.01,-108
3352.05,-136
3351.08,-102
3350.12,-43
3349.15,-2
3348.19,14
3347.22,16
3346.26,14
3345.30,24
3344.33,43
3343.37,14
3342.40,-26
3341.44,-32
3340.47,-8
3339.51,38
3338.55,54
3337.58,21
3336.62,-29
3335.65,-53
3334.69,-43
3333.73,-11
3332.76,31
3331.80,55
3330.83,46
3329.87,-20
3328.90,-116
3327.94,-152
3326.98,-112
3326.01,-71
3325.05,-19
3324.08,16
3323.12,-16
3322.15,-62
3321.19,-25
3320.23,55
3319.26,85
3318.30,81
3317.33,62
3316.37,26
3315.40,0
3314.44,2
3313.48,-10
3312.51,-27
3311.55,-19
3310.58,-15
3309.62,15
3308.66,69
3307.69,93
3306.73,74
3305.76,31
3304.80,-1
3303.83,-10
3302.87,-9
3301.91,-10
3300.94,-9
3299.98,16
3299.01,56
3298.05,88
3297.08,102
3296.12,72
3295.16,42
3294.19,81
3293.23,140
3292.26,193
3291.30,206
3290.33,95
3289.37,-57
3288.41,-71
3287.44,-31
3286.48,-57
3285.51,-102
3284.55,-70
3283.59,9
3282.62,54
3281.66,65
3280.69,60
3279.73,50
3278.76,32
3277.80,-12
3276.84,-69
3275.87,-117
3274.91,-126
3273.94,-95
3272.98,-66
3272.01,-74
3271.05,-93
3270.09,-74
3269.12,-57
3268.16,-80
3267.19,-118
3266.23,-115
3265.26,-86
3264.30,-101
3263.34,-117
3262.37,-59
3261.41,26
3260.44,77
3259.48,90
3258.51,32
3257.55,-19
3256.59,-30
3255.62,-23
3254.66,14
3253.69,1
3252.73,-43
3251.77,-60
3250.80,-62
3249.84,-82
3248.87,-97
3247.91,-88
3246.94,-55
3245.98,-20
3245.02,-7
3244.05,6
3243.09,9
3242.12,-16
3241.16,-55
